Obtid,Time,TEMP,P,HUM,WDR,WS,R,VIZ
58737,20221001115636,27.8,1011.7,41,118,2.1,0.3,10470.5
58744,20221001115636,19.8,1004.5,32,245,11.2,0.0,10431.3
58754,20221001115636,0.8,1019.4,46,307,6.0,0.3,10185.5
58818,20221001115636,13.8,1002.0,42,336,12.1,0.5,10310.6
58820,20221001115636,14.2,1004.0,86,204,14.9,0.5,10293.0
58834,20221001115636,17.6,1012.1,60,249,9.6,1.4,10152.4
58837,20221001115636,32.3,1005.5,46,113,8.5,1.0,10088.8
58843,20221001115636,25.7,1010.6,82,178,7.6,0.2,10287.2
58846,20221001115636,30.7,1010.7,34,152,10.3,1.1,10322.8
58847,20221001115636,21.4,1022.1,16,355,12.7,0.6,10030.2
58911,20221001115636,5.3,1005.8,3,347,3.8,1.5,10239.8
58918,20221001115636,12.1,1026.1,81,305,4.2,0.1,10306.9
58921,20221001115636,15.9,1023.0,90,113,2.3,1.4,10416.2
58926,20221001115636,9.7,1022.0,26,212,14.4,0.4,10480.4
58927,20221001115636,2.9,1014.3,76,29,8.6,1.4,10166.9
58931,20221001115636,19.8,1024.4,98,74,7.3,1.3,10485.8
58933,20221001115636,17.0,1005.6,35,30,12.6,0.3,10245.3
58936,20221001115636,3.0,1016.5,61,251,4.7,0.6,10124.5
58944,20221001115636,12.8,1010.8,76,57,4.7,1.1,10391.1
59113,20221001115636,28.1,1022.8,55,324,6.2,1.1,10012.3
59126,20221001115636,24.1,1019.8,51,115,12.6,0.9,10342.7
59133,20221001115636,14.8,1012.5,62,168,6.2,0.1,10348.8
59134,20221001115636,24.9,1021.7,56,15,3.8,1.1,10153.0
59321,20221001115636,15.5,1024.1,91,202,12.1,1.3,10149.6
52323,20221001115636,1.5,1019.5,59,3,13.3,0.0,10151.1
52418,20221001115636,29.9,1006.3,76,196,10.6,0.8,10331.0
52424,20221001115636,6.4,1019.8,16,142,1.7,0.3,10398.0
52436,20221001115636,18.1,1024.6,11,282,9.4,1.3,10310.2
52446,20221001115636,8.9,1025.8,57,120,0.0,1.0,10417.0
52447,20221001115636,10.8,1022.9,54,317,12.0,0.1,10318.0
52533,20221001115636,6.7,1019.4,90,318,2.9,0.5,10007.4
52546,20221001115636,31.1,1011.3,72,184,8.6,0.1,10341.7
52652,20221001115636,25.6,1014.6,69,237,13.6,1.2,10345.6
52661,20221001115636,29.9,1023.5,74,263,6.6,1.0,10369.4
52674,20221001115636,6.9,1015.9,87,134,2.9,1.1,10410.1
52679,20221001115636,17.0,1026.4,95,157,11.4,0.5,10189.4
52681,20221001115636,16.7,1025.5,66,72,13.7,0.1,10213.4
52787,20221001115636,30.7,1017.4,32,192,10.1,1.2,10353.6
52797,20221001115636,0.2,1004.2,9,16,14.4,0.2,10455.4
52884,20221001115636,22.8,1016.8,84,335,10.8,1.3,10057.8
52895,20221001115636,31.6,1002.6,60,205,14.9,1.2,10363.8
52983,20221001115636,7.4,1001.4,44,3,12.0,1.4,10376.0
52984,20221001115636,5.4,1008.3,64,200,1.2,1.5,10325.8
52986,20221001115636,9.6,1022.4,20,81,14.3,0.2,10055.3
52996,20221001115636,22.2,1019.4,15,187,3.0,0.9,10090.6
53821,20221001115636,1.5,1002.6,67,89,6.2,0.9,10038.4
53915,20221001115636,13.7,1022.8,62,65,1.3,0.4,10445.4
53923,20221001115636,29.5,1013.0,47,84,1.9,0.1,10388.0
56074,20221001115636,22.9,1025.4,87,217,10.3,1.2,10296.8
56080,20221001115636,12.3,1002.0,2,57,7.6,0.3,10446.2
56093,20221001115636,10.2,1010.8,25,192,1.1,0.9,10138.0
56096,20221001115636,34.0,1002.3,28,222,6.3,1.3,10284.1
57014,20221001115636,22.4,1022.7,4,19,11.1,1.4,10384.3
57996,20221001115636,14.1,1008.7,67,235,6.8,1.5,10208.7
59072,20221001115636,16.6,1026.2,64,215,1.7,0.7,10196.5
59082,20221001115636,13.7,1015.1,90,135,14.2,1.2,10309.4
59087,20221001115636,26.2,1022.0,48,70,13.7,1.5,10036.3
59088,20221001115636,1.8,1008.5,60,229,3.9,0.1,10179.0
59096,20221001115636,20.0,1021.9,50,34,3.3,1.2,10174.7
59097,20221001115636,17.1,1018.4,53,342,8.2,0.9,10366.7
59107,20221001115636,16.4,1022.6,100,2,5.6,0.2,10161.5
59116,20221001115636,26.6,1017.8,67,6,5.0,0.9,10447.7
59117,20221001115636,28.8,1005.7,93,317,4.9,0.9,10138.4
59271,20221001115636,12.1,1024.7,97,193,1.3,0.1,10132.1
59278,20221001115636,0.0,1009.2,58,72,10.4,0.0,10264.3
59280,20221001115636,1.4,1022.6,84,308,6.0,0.5,10032.6
59287,20221001115636,10.4,1015.7,22,320,8.1,0.1,10090.9
59289,20221001115636,32.5,1005.1,54,355,1.4,1.4,10375.3
59293,20221001115636,2.1,1021.6,17,55,4.3,0.1,10475.5
59294,20221001115636,6.9,1005.1,7,120,8.9,0.5,10330.9
59298,20221001115636,18.8,1016.6,75,282,6.8,1.1,10126.3
59303,20221001115636,17.4,1015.6,65,264,6.7,1.4,10496.9
59304,20221001115636,13.9,1026.2,100,161,2.5,1.1,10196.5
59306,20221001115636,26.0,1024.2,89,238,12.5,1.1,10308.3
59310,20221001115636,18.8,1005.1,51,176,12.7,0.0,10136.5
59316,20221001115636,27.6,1020.8,46,89,3.6,1.3,10413.6
59317,20221001115636,32.9,1018.8,33,207,10.5,1.1,10092.1
59324,20221001115636,32.6,1013.6,90,191,14.5,0.1,10307.9
59456,20221001115636,23.5,1001.7,52,306,0.9,1.3,10333.0
59462,20221001115636,7.9,1019.6,86,174,5.4,0.2,10290.6
59478,20221001115636,7.9,1008.0,69,217,7.9,0.4,10270.5
59485,20221001115636,13.1,1002.3,38,269,3.6,0.2,10149.5
59488,20221001115636,17.3,1001.3,94,3,7.8,1.2,10070.0
59493,20221001115636,18.1,1015.9,48,357,13.0,0.4,10462.7
59501,20221001115636,30.5,1019.1,99,319,6.2,0.2,10360.8
59658,20221001115636,29.5,1006.3,14,219,5.4,1.0,10315.5
59663,20221001115636,6.6,1011.3,21,174,8.3,0.5,10091.6
59664,20221001115636,7.2,1025.9,23,172,1.0,0.6,10271.5
59673,20221001115636,10.1,1014.9,98,279,7.3,0.0,10463.0
59754,20221001115636,7.3,1012.7,36,80,3.3,0.8,10445.4
57947,20221001115636,9.3,1002.2,61,139,3.0,0.8,10188.0
57957,20221001115636,23.4,1018.9,84,109,5.3,0.2,10385.8
57958,20221001115636,7.9,1009.8,68,106,13.2,0.1,10055.7
59021,20221001115636,32.3,1003.6,97,234,2.5,0.7,10312.6
59023,20221001115636,30.4,1014.0,39,107,8.7,0.2,10217.9
59027,20221001115636,28.9,1016.8,82,244,2.4,1.2,10369.0
59037,20221001115636,27.0,1021.2,52,194,10.0,1.4,10417.4
59046,20221001115636,17.4,1016.8,43,324,4.6,1.4,10438.8
59058,20221001115636,1.3,1014.8,18,144,10.8,0.7,10237.3
59065,20221001115636,26.2,1019.0,12,236,3.6,1.2,10266.5
59209,20221001115636,32.4,1018.5,19,340,3.5,1.3,10122.2
59211,20221001115636,22.6,1016.4,92,254,7.3,0.9,10170.4
59218,20221001115636,12.6,1007.8,11,175,14.6,0.3,10358.4
59228,20221001115636,12.6,1014.7,65,253,9.4,1.5,10304.9
59242,20221001115636,1.1,1003.9,74,93,3.1,0.3,10029.8
59254,20221001115636,32.7,1015.4,73,336,0.4,0.3,10165.2
59265,20221001115636,33.9,1015.6,2,330,12.1,1.1,10077.1
59417,20221001115636,5.5,1004.3,31,55,3.2,1.4,10291.0
59431,20221001115636,27.4,1024.1,54,151,4.2,0.6,10494.6
59446,20221001115636,21.7,1008.2,42,102,3.6,0.5,10171.9
59453,20221001115636,8.6,1024.3,81,101,12.4,1.4,10125.5
59626,20221001115636,14.7,1024.2,75,166,4.2,0.4,10034.2
59631,20221001115636,22.7,1005.5,74,185,2.1,0.6,10099.4
59632,20221001115636,17.1,1005.2,25,98,2.9,0.9,10269.9
59644,20221001115636,19.2,1001.4,31,0,10.9,0.3,10178.8
59647,20221001115636,2.8,1008.7,10,283,14.4,0.7,10490.5
56691,20221001115636,14.2,1023.7,44,133,8.7,0.9,10097.5
56693,20221001115636,31.9,1021.2,87,155,10.4,0.2,10106.4
56792,20221001115636,26.8,1016.8,47,333,0.9,0.5,10405.3
56793,20221001115636,29.8,1016.7,99,254,13.9,0.8,10110.5
57606,20221001115636,32.2,1016.6,41,230,3.1,1.1,10299.5
57614,20221001115636,25.0,1014.9,55,181,0.2,0.1,10329.4
57625,20221001115636,4.7,1006.5,23,44,8.3,1.3,10104.3
57647,20221001115636,34.8,1006.8,63,285,4.0,0.8,10194.9
57707,20221001115636,30.8,1002.8,10,214,1.2,0.9,10366.7
57710,20221001115636,18.7,1016.7,22,3,9.1,1.1,10486.7
57712,20221001115636,13.9,1008.3,54,86,7.6,1.5,10285.1
57718,20221001115636,26.4,1012.1,100,26,9.6,0.1,10315.8
57722,20221001115636,9.2,1001.3,43,299,9.4,0.0,10259.6
57729,20221001115636,10.0,1007.5,20,141,14.4,0.8,10260.4
57731,20221001115636,19.2,1019.2,62,133,3.8,0.2,10484.0
57741,20221001115636,3.0,1021.8,42,175,9.2,0.0,10146.2
57803,20221001115636,13.1,1023.0,5,69,7.9,0.3,10360.5
57805,20221001115636,9.6,1001.3,83,151,1.0,0.1,10093.4
57806,20221001115636,19.1,1002.7,49,203,11.5,1.3,10296.2
57816,20221001115636,4.9,1001.2,21,221,12.1,0.1,10459.9
57825,20221001115636,2.4,1003.1,83,243,1.1,0.6,10170.7
57827,20221001115636,1.9,1025.2,82,187,14.0,0.3,10391.8
57832,20221001115636,24.2,1026.1,35,260,11.8,0.3,10226.1
57839,20221001115636,30.6,1003.9,84,272,2.2,1.1,10111.4
57840,20221001115636,6.5,1005.6,63,168,7.7,0.8,10193.5
57902,20221001115636,17.3,1011.2,97,193,7.0,1.3,10120.5
57906,20221001115636,33.1,1026.4,4,285,1.7,1.3,10273.9
57907,20221001115636,33.5,1022.5,33,263,11.7,0.8,10479.9
57910,20221001115636,32.6,1013.3,30,146,4.4,1.5,10073.1
57912,20221001115636,32.6,1003.7,58,194,12.0,0.9,10426.1
57916,20221001115636,16.1,1010.7,52,114,2.9,1.4,10239.9
57922,20221001115636,27.5,1002.7,50,16,11.4,1.0,10336.1
57926,20221001115636,18.7,1013.0,29,54,7.5,0.5,10224.0
57932,20221001115636,30.0,1011.8,7,293,14.0,0.0,10068.3
59758,20221001115636,29.1,1010.4,59,344,0.4,0.2,10116.4
59838,20221001115636,16.0,1026.4,84,3,0.8,0.4,10242.3
59845,20221001115636,15.3,1019.6,33,158,1.8,1.2,10369.0
59849,20221001115636,20.2,1012.1,46,124,2.4,0.8,10063.4
59855,20221001115636,20.8,1015.8,70,101,8.9,0.3,10481.1
59948,20221001115636,23.4,1001.2,98,320,5.4,1.2,10270.9
59954,20221001115636,17.9,1005.4,37,267,13.3,0.4,10452.7
59981,20221001115636,7.6,1020.2,80,125,10.3,1.2,10469.8
53399,20221001115636,7.5,1021.5,20,299,4.8,1.2,10010.3
53593,20221001115636,30.4,1023.2,19,95,10.5,1.5,10422.3
53698,20221001115636,12.4,1005.4,81,213,6.4,0.4,10162.2
53798,20221001115636,10.7,1017.1,60,138,7.0,0.2,10268.6
54308,20221001115636,9.2,1008.1,6,345,9.7,0.4,10149.1
54311,20221001115636,2.0,1017.6,38,117,13.4,0.3,10079.5
54401,20221001115636,15.0,1018.5,42,112,12.4,0.9,10304.4
54405,20221001115636,31.5,1012.4,91,69,12.7,0.1,10184.7
54423,20221001115636,20.6,1010.6,37,62,10.8,0.1,10415.3
54429,20221001115636,19.3,1000.0,37,4,3.6,0.1,10402.2
54436,20221001115636,26.1,1004.3,68,355,11.0,0.4,10435.5
54449,20221001115636,16.3,1005.6,98,137,7.2,1.5,10172.8
54518,20221001115636,30.2,1022.6,59,20,3.2,0.6,10336.7
54534,20221001115636,9.5,1024.5,55,187,1.0,1.5,10059.2
54535,20221001115636,25.4,1006.8,99,163,0.1,0.1,10321.8
54539,20221001115636,20.7,1018.5,59,180,10.8,1.1,10071.6
54602,20221001115636,5.4,1010.6,48,131,3.7,0.2,10288.5
54606,20221001115636,3.1,1005.4,6,142,9.4,0.4,10406.0
54618,20221001115636,13.8,1008.8,67,67,12.3,0.4,10211.5
54624,20221001115636,32.0,1024.3,21,318,0.8,0.6,10136.5
54705,20221001115636,24.9,1014.2,68,40,3.6,1.1,10341.5
53898,20221001115636,26.5,1014.5,67,15,7.9,0.3,10174.0
53986,20221001115636,12.4,1013.0,25,44,14.0,0.2,10439.2
57051,20221001115636,6.0,1022.3,26,119,14.1,1.0,10231.6
57067,20221001115636,1.2,1002.8,21,9,6.8,0.7,10374.6
57071,20221001115636,16.1,1005.9,5,237,7.9,0.6,10159.5
57077,20221001115636,34.3,1020.8,36,107,2.9,1.1,10118.0
57083,20221001115636,32.9,1002.1,16,65,6.1,1.2,10442.7
57084,20221001115636,7.0,1011.3,59,35,1.9,0.6,10469.4
57089,20221001115636,15.9,1019.2,98,311,12.2,0.9,10295.5
57091,20221001115636,6.4,1018.6,46,36,1.6,0.4,10433.8
57156,20221001115636,33.7,1002.8,80,109,14.6,0.6,10499.6
57178,20221001115636,27.6,1001.1,84,229,12.7,1.3,10183.1
57181,20221001115636,31.4,1015.1,93,113,13.8,0.1,10033.7
57193,20221001115636,28.5,1005.0,45,168,11.3,0.6,10267.6
57285,20221001115636,16.0,1025.9,41,227,1.8,0.3,10327.4
57290,20221001115636,7.7,1019.0,56,102,5.3,1.4,10461.3
57297,20221001115636,6.6,1005.3,1,108,0.6,0.8,10114.5
58005,20221001115636,12.6,1014.7,38,239,2.4,1.0,10005.0
58111,20221001115636,26.4,1010.1,64,208,0.2,0.7,10308.8
58208,20221001115636,32.3,1010.6,97,147,14.1,1.1,10033.4
50136,20221001115636,9.4,1007.5,45,187,7.8,0.8,10220.2
50246,20221001115636,3.3,1002.1,70,40,2.5,0.3,10147.4
50247,20221001115636,1.6,1022.8,71,269,12.1,0.2,10329.2
50349,20221001115636,24.0,1008.1,58,76,11.8,0.5,10021.1
50353,20221001115636,27.8,1004.5,45,318,5.5,1.2,10012.9
50442,20221001115636,17.0,1014.4,47,111,3.2,0.7,10387.5
50468,20221001115636,6.6,1007.6,96,8,2.1,1.3,10167.7
50557,20221001115636,15.7,1006.1,60,108,4.5,0.4,10301.3
50564,20221001115636,8.5,1021.8,100,316,3.3,0.7,10133.8
50656,20221001115636,6.1,1005.0,26,175,2.6,0.7,10496.0
50658,20221001115636,32.8,1011.0,51,167,6.7,1.3,10446.3
50674,20221001115636,7.4,1024.2,27,5,6.6,0.9,10260.3
50739,20221001115636,23.4,1013.4,70,56,2.7,0.8,10016.9
50742,20221001115636,17.9,1006.0,92,283,10.2,0.4,10128.7
50745,20221001115636,12.3,1000.6,26,217,3.2,1.5,10130.6
50756,20221001115636,22.0,1024.9,34,51,13.9,0.7,10069.2
50758,20221001115636,4.1,1003.3,82,300,5.4,0.2,10109.5
50774,20221001115636,25.0,1007.2,53,247,13.7,0.8,10393.8
50778,20221001115636,18.4,1018.2,30,271,5.4,1.5,10249.0
50788,20221001115636,21.3,1021.6,66,109,11.3,0.2,10410.9
50844,20221001115636,29.1,1003.1,62,51,6.2,1.0,10114.6
50853,20221001115636,10.4,1022.7,80,190,11.9,0.3,10250.4
50854,20221001115636,9.0,1008.2,49,301,4.2,1.3,10087.3
50862,20221001115636,8.1,1007.6,85,114,2.3,1.4,10346.4
50873,20221001115636,29.8,1000.2,60,200,6.6,0.0,10188.9
50877,20221001115636,5.9,1014.5,35,116,11.4,1.3,10426.7
50888,20221001115636,19.2,1017.6,45,136,12.6,0.0,10289.8
50950,20221001115636,28.8,1022.2,74,324,10.8,0.6,10127.6
50953,20221001115636,3.2,1022.7,78,139,1.4,1.2,10264.6
50955,20221001115636,24.9,1013.4,63,162,2.6,0.0,10104.7
50963,20221001115636,27.2,1024.6,7,327,11.0,1.0,10271.4
50968,20221001115636,33.5,1001.5,74,254,11.9,1.5,10478.5
50973,20221001115636,31.1,1024.4,73,81,12.3,0.5,10155.9
50978,20221001115636,2.1,1003.4,93,172,4.8,0.6,10063.1
50983,20221001115636,8.7,1003.5,46,78,1.6,0.7,10366.4
54094,20221001115636,7.0,1008.4,23,324,5.1,0.3,10206.7
54096,20221001115636,5.0,1001.1,93,89,5.7,0.4,10150.6
57251,20221001115636,26.7,1022.2,96,190,10.7,1.5,10316.2
57256,20221001115636,27.0,1021.5,81,176,5.0,0.6,10060.5
57259,20221001115636,21.2,1010.7,53,147,3.3,0.2,10276.4
57265,20221001115636,34.8,1011.7,35,306,7.0,0.7,10258.9
57278,20221001115636,3.5,1026.0,19,120,6.3,0.5,10347.9
57279,20221001115636,15.3,1004.7,77,241,5.0,0.1,10205.5
57355,20221001115636,20.8,1015.3,25,31,11.2,1.2,10259.1
57358,20221001115636,10.1,1023.1,84,312,2.5,0.5,10329.5
57359,20221001115636,9.8,1026.1,96,5,4.2,1.3,10169.3
57363,20221001115636,10.0,1021.9,21,341,8.3,0.5,10090.3
57378,20221001115636,12.8,1020.6,33,128,4.1,0.0,10095.7
57381,20221001115636,18.0,1022.4,79,29,8.7,0.5,10112.9
57395,20221001115636,20.0,1011.6,74,342,2.9,0.8,10404.3
57399,20221001115636,25.1,1000.5,78,340,11.4,0.6,10028.8
57439,20221001115636,15.7,1010.7,77,105,5.5,0.0,10128.1
57445,20221001115636,28.5,1012.8,86,159,0.4,0.3,10494.8
57447,20221001115636,7.2,1017.2,36,0,11.0,0.4,10486.6
57458,20221001115636,9.1,1007.0,63,323,1.5,1.1,10415.2
57461,20221001115636,32.0,1003.7,58,162,8.6,0.1,10290.8
57476,20221001115636,7.5,1018.3,46,27,1.3,1.4,10182.3
57482,20221001115636,31.8,1010.2,93,325,2.6,1.1,10302.3
57483,20221001115636,24.1,1003.4,49,178,6.9,0.6,10017.7
57493,20221001115636,24.0,1006.2,37,198,14.1,1.3,10141.9
57494,20221001115636,1.3,1003.1,73,61,7.1,0.1,10221.4
57545,20221001115636,26.8,1019.1,53,326,4.8,0.4,10390.6
57573,20221001115636,6.9,1008.8,50,353,11.4,0.6,10057.0
57581,20221001115636,17.1,1024.2,85,229,1.6,0.5,10140.6
57583,20221001115636,1.2,1017.4,41,250,4.1,0.8,10456.3
57595,20221001115636,25.7,1013.3,77,121,3.6,1.2,10118.3
58402,20221001115636,29.0,1004.4,83,204,9.9,0.4,10394.7
58407,20221001115636,21.3,1007.2,22,238,4.6,0.9,10251.2
58500,20221001115636,7.9,1002.3,61,55,4.3,0.4,10100.2
57554,20221001115636,3.1,1013.2,33,90,10.2,0.1,10204.8
57562,20221001115636,11.3,1017.9,63,88,11.4,0.5,10283.6
57574,20221001115636,10.6,1024.4,70,59,6.3,1.0,10064.0
57584,20221001115636,7.6,1008.3,2,254,2.6,0.5,10086.2
57642,20221001115636,12.1,1009.6,71,197,3.3,0.7,10059.2
57649,20221001115636,26.5,1023.2,64,108,10.3,1.4,10446.8
57655,20221001115636,22.6,1008.0,1,153,0.4,1.0,10183.0
57662,20221001115636,28.0,1021.4,46,48,6.4,1.1,10010.6
57669,20221001115636,25.1,1016.5,57,174,7.6,1.1,10143.8
57671,20221001115636,12.8,1011.7,85,311,9.6,0.7,10291.5
57673,20221001115636,22.0,1020.4,89,267,5.4,0.0,10016.9
57679,20221001115636,2.2,1000.0,69,275,12.7,1.3,10208.2
57682,20221001115636,10.4,1011.4,60,274,7.5,1.5,10287.4
57687,20221001115636,8.9,1015.1,26,117,12.8,0.1,10472.7
57745,20221001115636,25.7,1025.7,48,334,4.2,1.5,10209.0
57749,20221001115636,20.4,1007.1,98,27,13.8,1.3,10344.6
57752,20221001115636,21.7,1022.7,39,329,9.7,1.3,10090.7
57758,20221001115636,5.2,1001.4,97,247,1.5,0.9,10184.3
57761,20221001115636,24.4,1024.9,13,202,9.7,0.8,10473.0
57766,20221001115636,6.5,1002.4,42,287,2.7,0.6,10195.5
57774,20221001115636,11.8,1000.5,30,243,3.8,1.1,10448.4
57776,20221001115636,5.4,1021.1,89,149,4.0,0.4,10006.3
57779,20221001115636,10.9,1015.5,34,153,9.6,0.9,10345.5
57780,20221001115636,11.2,1013.4,73,76,0.9,0.6,10402.5
57841,20221001115636,27.6,1020.1,71,194,6.2,0.7,10097.9
57845,20221001115636,18.2,1018.3,35,47,9.4,1.0,10377.3
57853,20221001115636,11.3,1021.6,37,31,7.1,0.9,10200.9
57857,20221001115636,13.1,1002.7,22,233,12.6,0.9,10382.2
57860,20221001115636,6.4,1018.1,26,6,1.8,0.8,10450.5
57866,20221001115636,9.3,1019.6,23,194,12.4,0.9,10134.3
57872,20221001115636,25.7,1002.6,22,352,14.2,1.3,10485.1
57874,20221001115636,0.4,1013.4,42,125,4.8,1.4,10431.3
57889,20221001115636,2.2,1005.7,100,204,1.9,0.5,10085.9
57965,20221001115636,22.7,1019.2,75,311,3.0,0.9,10433.1
57972,20221001115636,10.1,1005.4,31,5,3.7,0.7,10052.7
57974,20221001115636,4.6,1011.2,27,39,9.3,1.5,10458.3
50936,20221001115636,9.9,1023.4,35,300,8.6,0.6,10490.9
50945,20221001115636,30.7,1002.0,79,118,9.4,0.4,10075.7
50948,20221001115636,28.9,1010.6,79,91,10.7,0.8,10355.3
50949,20221001115636,30.1,1007.1,88,309,2.6,1.3,10341.7
54041,20221001115636,28.7,1008.7,14,133,1.1,0.3,10356.8
54049,20221001115636,25.4,1010.5,22,209,0.2,0.3,10331.5
54063,20221001115636,24.9,1005.8,30,161,5.7,1.1,10097.6
54064,20221001115636,5.3,1022.3,62,1,3.1,0.4,10194.6
54142,20221001115636,26.4,1020.0,72,327,9.9,1.2,10220.3
54157,20221001115636,15.0,1010.5,26,124,12.3,1.4,10165.3
54161,20221001115636,13.4,1020.7,33,42,5.2,0.9,10385.5
54165,20221001115636,4.3,1007.8,100,266,14.3,0.5,10497.2
54171,20221001115636,4.8,1008.8,83,52,13.1,1.3,10480.5
54181,20221001115636,28.4,1002.4,4,55,12.6,1.2,10110.3
54186,20221001115636,31.5,1022.6,33,135,2.3,0.4,10137.2
54195,20221001115636,4.8,1023.2,45,297,10.5,0.3,10478.1
54260,20221001115636,15.0,1000.3,3,144,2.4,0.0,10476.3
54263,20221001115636,9.0,1021.4,72,309,12.8,1.4,10023.5
54266,20221001115636,10.3,1004.4,44,256,13.0,0.7,10498.5
54273,20221001115636,3.4,1025.4,33,243,12.6,1.2,10175.2
54276,20221001115636,14.8,1014.1,84,73,8.4,0.5,10048.5
54284,20221001115636,1.0,1020.9,19,127,6.3,0.5,10419.3
54285,20221001115636,14.5,1020.6,42,41,2.0,0.9,10468.0
54286,20221001115636,4.4,1000.4,42,258,11.0,0.1,10474.0
54292,20221001115636,34.2,1008.4,62,83,8.0,0.0,10424.2
54363,20221001115636,6.9,1026.1,19,17,11.0,1.2,10067.3
54374,20221001115636,22.1,1012.2,54,177,4.5,0.7,10400.2
54377,20221001115636,27.9,1007.6,29,231,0.2,0.5,10251.4
54386,20221001115636,33.3,1001.8,24,115,5.4,0.8,10294.4
58026,20221001115636,10.2,1017.8,88,73,6.9,0.1,10032.8
58027,20221001115636,30.3,1017.8,31,74,2.3,0.8,10484.9
58038,20221001115636,25.7,1012.3,95,336,12.1,0.2,10371.7
58040,20221001115636,24.3,1000.2,90,340,14.6,0.8,10130.2
58047,20221001115636,16.4,1002.8,76,229,13.1,1.0,10154.1
58130,20221001115636,25.5,1011.0,77,243,6.3,1.0,10175.0
58135,20221001115636,28.5,1008.7,67,237,7.7,0.8,10140.2
58138,20221001115636,27.3,1005.9,6,344,13.6,1.4,10370.5
58141,20221001115636,31.3,1004.3,13,107,5.6,0.3,10439.5
58143,20221001115636,16.8,1014.2,71,304,7.2,1.4,10454.2
58150,20221001115636,5.5,1011.9,71,116,14.9,1.2,10203.1
58158,20221001115636,4.9,1012.5,31,357,8.9,0.3,10049.8
58238,20221001115636,25.9,1005.8,70,282,14.1,0.6,10481.8
58241,20221001115636,17.2,1024.4,78,302,7.3,0.3,10315.1
58251,20221001115636,7.6,1016.2,19,213,10.4,1.2,10164.0
58252,20221001115636,11.8,1002.8,95,201,7.9,0.8,10021.3
58255,20221001115636,13.8,1012.4,64,206,4.9,0.5,10249.0
58259,20221001115636,5.9,1004.2,11,283,3.6,0.4,10021.4
58265,20221001115636,14.4,1014.4,76,157,8.9,1.0,10384.8
58343,20221001115636,9.7,1022.9,4,296,6.5,1.3,10440.3
58345,20221001115636,24.9,1007.8,89,72,4.2,0.3,10033.7
58354,20221001115636,7.7,1022.1,73,116,0.5,1.4,10359.4
58356,20221001115636,14.2,1019.4,17,196,1.6,0.0,10391.7
58358,20221001115636,18.1,1005.3,9,350,7.4,0.7,10194.5
57598,20221001115636,11.8,1001.1,76,275,13.9,1.5,10331.6
57696,20221001115636,21.2,1018.1,12,188,0.9,0.3,10498.5
57789,20221001115636,1.8,1023.2,45,79,4.4,0.1,10254.9
57793,20221001115636,0.1,1013.9,81,209,4.7,0.0,10332.2
57799,20221001115636,24.2,1018.2,18,35,1.5,1.2,10252.1
57894,20221001115636,19.1,1002.2,51,221,3.3,0.5,10060.4
57896,20221001115636,33.9,1005.6,35,177,6.6,1.1,10161.2
57993,20221001115636,11.1,1018.6,84,4,10.5,0.8,10423.7
58506,20221001115636,22.2,1015.2,65,347,10.6,0.9,10441.5
58507,20221001115636,20.5,1004.9,46,117,9.1,1.5,10215.0
