Obtid,Time,TEMP,P,HUM,WDR,WS,R,VIZ
52446,20221001111559,22.8,1011.3,59,206,5.8,1.0,10023.6
52447,20221001111559,34.1,1012.5,38,17,13.8,1.5,10208.9
52533,20221001111559,13.6,1009.1,97,42,8.8,0.6,10310.4
52546,20221001111559,11.1,1005.4,85,210,0.8,0.5,10040.2
52652,20221001111559,0.1,1013.3,64,2,12.2,0.9,10481.5
52661,20221001111559,31.9,1012.3,16,345,3.9,1.2,10040.4
52674,20221001111559,28.6,1021.6,33,117,11.9,0.1,10375.4
52679,20221001111559,28.2,1014.8,78,328,11.9,0.5,10051.5
52681,20221001111559,0.1,1013.6,90,180,12.9,0.4,10081.4
52787,20221001111559,33.9,1009.7,57,325,1.1,1.5,10047.7
52797,20221001111559,9.6,1010.6,38,301,13.4,1.0,10446.6
52884,20221001111559,28.6,1024.3,42,100,14.8,1.5,10049.2
52895,20221001111559,6.3,1020.9,31,65,5.5,0.8,10146.1
52983,20221001111559,10.5,1011.6,13,210,10.4,0.4,10293.0
52984,20221001111559,33.5,1005.4,12,141,12.0,0.8,10294.2
52986,20221001111559,26.6,1020.0,6,289,7.5,1.4,10371.0
52996,20221001111559,34.7,1003.9,82,123,10.4,1.5,10269.4
53821,20221001111559,5.2,1011.3,58,148,11.0,0.6,10129.9
53915,20221001111559,23.0,1007.7,20,313,3.6,0.6,10472.0
53923,20221001111559,18.4,1019.5,9,214,0.3,1.3,10002.6
56074,20221001111559,27.4,1002.4,45,46,3.3,0.5,10391.6
56080,20221001111559,18.3,1005.9,42,333,12.2,1.4,10315.8
56093,20221001111559,9.2,1002.5,45,70,6.3,1.5,10030.9
56096,20221001111559,12.1,1005.0,90,52,7.8,0.6,10017.0
57014,20221001111559,18.6,1008.7,3,323,13.1,0.6,10300.6
57996,20221001111559,12.4,1014.6,71,188,1.7,1.5,10341.9
59072,20221001111559,17.9,1018.7,16,326,8.2,1.1,10398.7
59082,20221001111559,4.7,1016.2,65,311,12.4,0.9,10255.0
59087,20221001111559,15.7,1018.5,42,305,2.5,0.7,10245.0
59088,20221001111559,22.3,1007.9,19,275,2.2,0.1,10359.3
59096,20221001111559,25.2,1023.2,98,80,1.6,0.4,10432.1
59097,20221001111559,32.1,1018.3,36,258,10.5,0.7,10029.1
59107,20221001111559,21.8,1005.9,17,304,1.2,1.0,10397.3
59116,20221001111559,20.2,1011.0,71,245,0.1,0.5,10468.3
59117,20221001111559,14.3,1023.2,10,332,3.6,0.2,10199.1
59271,20221001111559,10.7,1020.8,52,174,5.1,0.6,10327.7
59278,20221001111559,29.7,1017.2,7,317,14.4,0.6,10397.6
59280,20221001111559,0.3,1008.9,96,185,9.0,1.3,10180.5
59287,20221001111559,19.9,1002.0,16,107,14.2,0.8,10465.1
59289,20221001111559,28.8,1008.3,25,44,0.6,0.0,10265.4
59293,20221001111559,7.2,1020.1,95,115,0.6,1.2,10033.1
59294,20221001111559,14.2,1004.0,79,80,6.1,1.3,10181.9
59298,20221001111559,3.4,1010.9,100,295,5.5,1.5,10215.7
59303,20221001111559,33.3,1020.1,94,180,2.6,1.4,10083.3
59304,20221001111559,20.4,1008.3,55,141,1.6,0.5,10142.7
59306,20221001111559,25.6,1026.1,14,306,12.8,0.7,10416.3
59310,20221001111559,21.1,1025.5,92,333,6.4,0.3,10344.5
59316,20221001111559,28.2,1023.5,51,121,5.1,0.8,10143.2
59317,20221001111559,12.7,1015.1,19,304,6.4,0.0,10376.5
59324,20221001111559,15.0,1005.8,67,297,12.7,0.7,10398.7
59456,20221001111559,27.1,1001.2,71,347,9.4,0.1,10485.2
59462,20221001111559,2.1,1018.6,82,60,6.6,1.2,10421.1
59478,20221001111559,19.7,1017.5,56,180,14.6,0.1,10124.4
59485,20221001111559,7.9,1017.7,75,94,7.3,0.1,10464.0
59488,20221001111559,35.0,1019.0,88,297,4.5,0.9,10141.1
59493,20221001111559,33.5,1014.7,51,50,13.1,0.3,10046.0
59501,20221001111559,19.1,1000.2,37,269,9.9,0.7,10021.6
59658,20221001111559,10.4,1008.8,39,19,6.6,0.8,10378.4
59663,20221001111559,6.5,1013.0,10,143,7.8,1.2,10071.7
59664,20221001111559,19.6,1023.7,10,306,8.0,0.3,10345.1
59673,20221001111559,3.8,1021.5,5,220,11.4,0.8,10479.6
59754,20221001111559,8.5,1024.6,4,151,0.4,0.9,10096.3
57947,20221001111559,8.3,1006.1,30,155,6.3,1.4,10326.5
57957,20221001111559,3.0,1016.2,12,46,4.6,0.0,10044.9
57958,20221001111559,15.7,1001.4,3,231,13.1,1.0,10494.3
59021,20221001111559,0.0,1000.3,87,211,3.6,0.9,10471.6
59023,20221001111559,3.9,1011.5,47,237,14.1,1.1,10340.8
59027,20221001111559,26.8,1007.0,92,38,10.4,1.4,10216.3
59037,20221001111559,23.5,1015.7,50,149,1.3,0.3,10257.7
59046,20221001111559,18.0,1020.1,26,351,6.2,0.7,10114.0
59058,20221001111559,25.8,1005.9,31,333,8.9,0.4,10480.4
59065,20221001111559,30.0,1024.8,97,209,7.0,1.5,10430.0
59209,20221001111559,1.7,1002.9,4,18,2.1,0.9,10427.2
59211,20221001111559,10.9,1020.5,33,350,7.2,0.5,10264.3
59218,20221001111559,27.3,1014.9,29,36,12.9,0.6,10459.4
59228,20221001111559,11.0,1001.1,94,321,4.1,0.1,10159.2
59242,20221001111559,4.3,1002.3,30,159,7.2,0.4,10288.7
59254,20221001111559,31.5,1006.9,81,179,0.0,0.5,10050.0
59265,20221001111559,12.1,1026.1,36,70,5.1,1.5,10288.7
59417,20221001111559,13.5,1022.1,29,308,6.2,0.9,10073.8
59431,20221001111559,22.8,1025.2,44,260,9.1,0.8,10131.3
59446,20221001111559,10.3,1006.2,81,309,4.8,0.4,10465.0
59453,20221001111559,0.4,1011.2,3,224,5.4,0.1,10212.4
59626,20221001111559,31.8,1008.2,34,127,3.0,0.5,10411.0
59631,20221001111559,14.1,1026.2,90,241,0.1,0.0,10331.5
59632,20221001111559,12.8,1022.5,81,158,1.4,0.4,10301.8
59644,20221001111559,25.5,1007.9,60,125,0.4,1.3,10115.3
59647,20221001111559,26.2,1018.0,77,65,5.5,0.5,10199.2
56691,20221001111559,20.2,1025.1,40,260,6.3,0.4,10267.6
56693,20221001111559,8.3,1009.3,3,119,12.0,0.2,10124.1
56792,20221001111559,7.7,1001.8,41,188,2.3,1.2,10464.3
56793,20221001111559,17.7,1003.8,56,167,11.6,1.1,10452.0
57606,20221001111559,11.7,1012.9,57,76,12.0,1.1,10115.1
57614,20221001111559,16.7,1009.8,71,23,9.1,0.1,10262.3
57625,20221001111559,34.9,1025.9,85,127,11.0,1.2,10202.9
57647,20221001111559,34.3,1004.1,14,122,9.2,1.2,10474.2
57707,20221001111559,14.8,1018.6,6,49,4.7,0.1,10405.9
57710,20221001111559,2.9,1016.0,79,133,3.8,1.3,10237.3
57712,20221001111559,17.4,1026.1,72,332,3.7,1.5,10459.0
57718,20221001111559,1.8,1006.6,88,100,11.0,1.2,10022.3
57722,20221001111559,26.5,1015.5,96,80,2.3,0.8,10114.7
57729,20221001111559,12.1,1019.0,31,87,12.6,0.5,10384.0
57731,20221001111559,25.5,1025.0,50,68,3.6,0.4,10272.8
57741,20221001111559,10.9,1008.4,33,101,11.3,1.1,10314.8
57803,20221001111559,29.2,1002.6,1,305,14.1,1.5,10448.4
57805,20221001111559,4.8,1016.3,79,196,1.3,0.8,10439.6
57806,20221001111559,4.4,1023.4,69,138,13.1,0.2,10369.5
57816,20221001111559,32.6,1019.7,99,121,7.4,1.0,10107.5
57825,20221001111559,20.2,1026.4,68,260,2.2,1.5,10455.6
57827,20221001111559,27.8,1004.0,75,281,6.5,0.8,10364.2
57832,20221001111559,29.5,1004.9,94,232,13.6,0.1,10332.9
57839,20221001111559,18.6,1003.6,89,45,7.6,1.4,10111.8
57840,20221001111559,27.3,1025.2,93,277,6.8,1.1,10004.9
57902,20221001111559,25.9,1015.1,87,6,14.6,1.2,10286.0
57906,20221001111559,9.2,1006.9,58,153,12.8,0.6,10154.7
57907,20221001111559,17.1,1016.4,100,232,14.7,1.1,10254.3
57910,20221001111559,1.9,1007.6,48,65,9.5,0.7,10014.2
57912,20221001111559,32.5,1010.4,64,276,3.5,1.3,10370.7
57916,20221001111559,23.6,1025.9,56,256,12.3,0.0,10302.7
57922,20221001111559,23.5,1012.7,60,260,3.1,1.5,10153.1
57926,20221001111559,35.0,1014.3,74,296,12.4,1.2,10430.6
57932,20221001111559,8.7,1025.5,97,233,12.0,1.5,10189.9
59758,20221001111559,25.7,1016.9,57,179,12.0,1.1,10266.2
59838,20221001111559,30.4,1016.6,30,150,4.3,0.1,10267.2
59845,20221001111559,0.0,1012.0,76,116,14.8,0.0,10440.6
59849,20221001111559,15.0,1001.0,99,334,14.0,0.6,10256.0
59855,20221001111559,10.4,1004.0,22,18,11.6,1.3,10483.9
59948,20221001111559,2.4,1004.1,97,173,11.9,1.4,10211.7
59954,20221001111559,2.7,1003.4,6,250,6.9,1.2,10092.5
59981,20221001111559,10.0,1023.5,64,32,11.0,0.9,10376.9
53399,20221001111559,25.1,1013.7,67,113,11.4,0.3,10058.2
53593,20221001111559,27.3,1009.2,93,160,1.0,0.8,10309.0
53698,20221001111559,27.6,1021.3,89,103,8.7,1.3,10339.2
53798,20221001111559,29.7,1021.0,84,126,6.5,1.0,10221.6
54308,20221001111559,20.3,1017.4,6,139,11.8,0.4,10498.6
54311,20221001111559,1.1,1025.6,76,246,13.0,0.7,10369.4
54401,20221001111559,1.1,1009.5,92,89,2.8,1.1,10331.2
54405,20221001111559,31.8,1005.1,98,136,0.6,0.1,10211.9
54423,20221001111559,30.6,1017.4,22,50,9.1,1.0,10485.8
54429,20221001111559,29.6,1008.2,75,224,1.6,1.0,10393.5
54436,20221001111559,26.0,1006.1,97,137,8.1,1.5,10415.7
54449,20221001111559,4.8,1020.8,24,60,9.7,0.4,10465.1
54518,20221001111559,12.5,1005.8,12,279,3.5,0.8,10046.4
54534,20221001111559,31.6,1009.2,60,297,6.7,0.2,10466.5
54535,20221001111559,15.2,1018.8,45,221,10.9,0.5,10060.5
54539,20221001111559,4.2,1013.5,30,135,10.1,0.4,10029.2
54602,20221001111559,29.8,1009.6,44,135,13.2,0.2,10076.5
54606,20221001111559,13.4,1023.3,65,135,10.3,1.5,10034.6
54618,20221001111559,7.4,1020.1,19,125,4.9,1.1,10459.7
54624,20221001111559,7.9,1021.1,10,274,3.6,1.0,10303.7
54705,20221001111559,20.7,1011.2,97,109,12.0,1.1,10372.8
53898,20221001111559,3.6,1005.8,80,179,3.8,0.3,10286.5
53986,20221001111559,22.8,1001.3,52,3,3.6,1.3,10385.5
57051,20221001111559,6.3,1020.4,60,349,4.0,0.4,10131.9
57067,20221001111559,0.6,1013.6,65,168,0.0,0.4,10445.4
57071,20221001111559,10.3,1024.3,4,95,0.1,0.6,10174.4
57077,20221001111559,20.5,1020.2,14,323,10.5,0.0,10460.0
57083,20221001111559,2.8,1023.2,20,91,12.2,1.0,10148.1
57084,20221001111559,21.9,1012.8,36,171,5.6,1.5,10015.4
57089,20221001111559,17.3,1013.6,71,259,6.5,0.5,10239.5
57091,20221001111559,10.9,1007.4,1,150,14.3,0.9,10472.9
57156,20221001111559,1.8,1010.6,46,164,6.9,0.8,10360.0
57178,20221001111559,34.1,1010.7,9,315,14.7,1.5,10205.4
57181,20221001111559,8.1,1018.0,12,342,0.6,0.5,10338.9
57193,20221001111559,27.9,1015.6,100,182,6.7,0.0,10363.6
57285,20221001111559,27.4,1004.2,51,301,14.9,1.5,10187.0
57290,20221001111559,19.1,1013.1,86,71,1.5,0.1,10370.5
57297,20221001111559,16.5,1013.3,18,66,13.3,1.2,10229.0
58005,20221001111559,25.7,1001.6,23,255,1.7,0.6,10328.1
58111,20221001111559,1.1,1009.9,15,348,4.3,0.8,10410.3
58208,20221001111559,12.9,1004.2,72,12,3.0,0.4,10300.6
50136,20221001111559,4.2,1005.9,95,207,13.7,1.5,10383.5
50246,20221001111559,21.5,1000.0,56,335,5.3,0.5,10498.5
50247,20221001111559,5.3,1012.1,41,170,7.7,0.6,10199.2
50349,20221001111559,7.1,1019.8,72,155,3.2,1.0,10203.8
50353,20221001111559,23.6,1011.5,56,17,4.9,0.9,10067.6
50442,20221001111559,28.7,1009.8,44,14,10.5,1.4,10232.3
50468,20221001111559,2.3,1013.2,60,11,13.1,1.5,10123.4
50557,20221001111559,20.6,1017.8,52,313,2.4,1.1,10437.0
50564,20221001111559,0.5,1004.4,34,321,12.0,0.8,10091.1
50656,20221001111559,22.1,1020.5,48,40,0.5,0.6,10183.9
50658,20221001111559,31.1,1021.5,56,298,2.0,0.7,10270.8
50674,20221001111559,33.8,1009.4,44,103,12.0,1.5,10069.4
50739,20221001111559,31.8,1023.5,3,42,8.9,0.3,10062.1
50742,20221001111559,34.4,1024.3,55,123,6.5,0.9,10179.8
50745,20221001111559,16.9,1005.7,71,352,3.4,1.3,10429.7
50756,20221001111559,2.7,1013.2,6,219,5.9,1.2,10359.7
50758,20221001111559,0.9,1025.0,25,255,11.5,0.2,10373.6
50774,20221001111559,9.8,1004.8,54,8,8.8,1.1,10427.4
50778,20221001111559,30.1,1006.8,48,126,5.2,0.9,10185.9
50788,20221001111559,29.8,1017.1,63,125,13.9,0.3,10453.9
50844,20221001111559,22.9,1018.2,81,301,11.3,0.8,10107.6
50853,20221001111559,18.1,1008.4,38,117,9.7,0.2,10395.2
50854,20221001111559,32.9,1023.4,10,61,10.8,0.0,10234.9
50862,20221001111559,5.3,1017.2,32,351,2.6,1.3,10144.9
50873,20221001111559,16.6,1018.7,55,17,8.1,0.2,10001.3
50877,20221001111559,13.4,1023.7,59,107,12.6,0.7,10002.1
50888,20221001111559,16.4,1015.3,75,122,3.7,0.0,10424.9
50950,20221001111559,13.4,1012.1,77,312,7.4,0.7,10144.3
50953,20221001111559,10.6,1020.2,13,189,6.4,0.2,10228.2
50955,20221001111559,33.2,1019.7,89,294,9.6,0.6,10169.4
50963,20221001111559,26.8,1010.5,90,189,3.5,0.8,10106.8
50968,20221001111559,11.6,1020.2,69,232,14.8,1.2,10296.9
50973,20221001111559,29.8,1015.1,53,276,0.3,1.2,10127.5
50978,20221001111559,4.7,1023.8,84,46,13.7,1.1,10235.7
50983,20221001111559,4.0,1024.4,86,20,11.5,1.5,10345.0
54094,20221001111559,29.4,1020.9,75,237,9.3,1.0,10154.1
54096,20221001111559,4.0,1023.8,39,58,8.9,1.4,10465.4
57251,20221001111559,31.5,1013.2,41,83,9.2,1.5,10356.2
57256,20221001111559,7.6,1018.7,47,87,11.6,1.1,10413.1
57259,20221001111559,34.0,1007.6,91,66,9.7,0.0,10221.7
57265,20221001111559,5.5,1018.3,66,184,14.6,1.2,10114.2
57278,20221001111559,15.2,1007.9,97,161,0.1,0.0,10332.0
57279,20221001111559,30.3,1022.7,30,45,11.1,0.3,10181.3
57355,20221001111559,25.5,1010.9,73,83,11.5,1.4,10170.3
57358,20221001111559,18.9,1007.8,65,163,8.6,0.2,10476.6
57359,20221001111559,17.9,1007.6,90,241,8.0,1.4,10110.8
57363,20221001111559,9.5,1001.6,3,189,4.0,1.2,10310.3
57378,20221001111559,26.8,1012.6,52,281,2.0,0.7,10304.4
57381,20221001111559,1.6,1018.3,98,259,6.8,0.5,10169.8
57395,20221001111559,9.6,1021.3,95,221,12.9,0.7,10263.9
57399,20221001111559,1.0,1007.8,70,276,0.2,0.0,10037.0
57439,20221001111559,3.9,1025.3,85,36,12.1,1.1,10105.3
57445,20221001111559,7.9,1010.2,26,210,10.2,1.0,10448.4
57447,20221001111559,27.3,1016.0,36,250,3.1,0.5,10106.8
57458,20221001111559,29.5,1017.7,87,242,4.2,0.8,10456.0
57461,20221001111559,31.4,1002.4,1,57,9.4,0.4,10442.8
57476,20221001111559,3.5,1014.3,63,49,8.7,0.3,10368.2
57482,20221001111559,3.7,1004.3,21,263,10.0,0.4,10068.1
57483,20221001111559,21.5,1025.6,17,104,0.8,0.7,10350.6
57493,20221001111559,27.4,1003.8,42,327,4.7,0.1,10489.7
57494,20221001111559,18.0,1016.7,22,258,10.0,1.5,10212.9
57545,20221001111559,10.0,1003.1,8,279,3.9,0.0,10035.1
57573,20221001111559,13.8,1022.0,40,263,3.1,0.8,10086.9
57581,20221001111559,11.6,1009.6,39,165,7.4,1.1,10068.8
57583,20221001111559,22.7,1014.2,82,344,4.9,0.2,10060.8
57595,20221001111559,9.0,1005.5,43,170,11.6,1.4,10012.0
58402,20221001111559,14.8,1012.7,17,160,2.2,0.8,10022.6
58407,20221001111559,5.9,1015.9,96,227,7.5,0.9,10495.2
58500,20221001111559,27.2,1001.9,90,202,8.8,0.2,10050.8
57554,20221001111559,11.3,1018.6,13,158,1.6,1.1,10100.0
57562,20221001111559,21.5,1015.0,51,55,8.9,1.1,10278.9
57574,20221001111559,6.3,1008.5,23,336,3.9,1.3,10388.2
57584,20221001111559,3.6,1019.2,9,135,6.8,0.9,10380.0
57642,20221001111559,3.3,1023.4,28,315,9.6,1.5,10123.8
57649,20221001111559,29.3,1011.4,15,281,0.1,1.2,10207.6
57655,20221001111559,7.2,1014.8,44,43,0.8,1.4,10201.0
57662,20221001111559,16.7,1023.8,37,183,13.8,0.4,10187.8
57669,20221001111559,17.4,1002.9,68,287,11.5,0.2,10135.8
57671,20221001111559,17.3,1024.1,49,8,3.2,0.6,10117.5
57673,20221001111559,34.4,1017.8,79,18,6.2,0.1,10457.5
57679,20221001111559,17.6,1015.9,7,162,7.5,0.2,10450.0
57682,20221001111559,24.4,1002.8,17,65,8.4,1.5,10395.8
57687,20221001111559,9.8,1016.7,8,343,12.0,0.7,10081.1
57745,20221001111559,18.0,1010.4,26,200,14.7,1.1,10493.9
57749,20221001111559,30.9,1012.5,6,54,2.0,0.3,10097.2
57752,20221001111559,30.0,1006.0,94,292,14.5,0.1,10128.4
57758,20221001111559,20.9,1001.7,83,62,13.1,0.1,10452.2
57761,20221001111559,5.3,1018.9,94,87,11.5,0.6,10250.0
57766,20221001111559,4.6,1025.5,72,14,0.7,1.2,10060.0
57774,20221001111559,24.3,1015.4,69,136,9.4,1.3,10483.5
57776,20221001111559,24.8,1022.0,79,311,12.4,0.0,10308.8
57779,20221001111559,0.9,1018.1,4,258,14.7,0.0,10300.3
57780,20221001111559,21.1,1013.6,66,66,14.3,1.2,10256.4
57841,20221001111559,12.3,1022.6,13,230,5.5,0.8,10269.7
57845,20221001111559,2.3,1009.4,48,171,7.1,0.5,10436.7
57853,20221001111559,11.1,1024.4,69,120,9.0,1.1,10265.6
57857,20221001111559,8.4,1004.4,28,349,3.5,1.3,10024.4
57860,20221001111559,22.6,1019.8,29,140,0.0,1.2,10492.1
57866,20221001111559,10.0,1017.0,70,77,11.9,1.2,10324.5
57872,20221001111559,9.2,1022.3,63,77,3.4,0.2,10054.0
57874,20221001111559,8.8,1014.5,100,91,7.6,0.2,10258.9
57889,20221001111559,20.1,1004.6,40,281,10.5,0.7,10299.9
57965,20221001111559,5.4,1012.7,85,100,8.7,0.1,10244.3
57972,20221001111559,9.3,1019.6,70,140,11.6,0.4,10358.7
57974,20221001111559,20.4,1022.6,79,184,2.4,0.5,10151.2
50936,20221001111559,20.5,1004.5,52,54,12.7,1.1,10113.0
50945,20221001111559,20.9,1006.2,30,299,2.6,1.4,10124.3
50948,20221001111559,25.8,1022.6,22,243,14.3,0.2,10480.6
50949,20221001111559,17.3,1006.9,65,72,9.3,0.6,10102.8
54041,20221001111559,1.2,1014.1,29,269,12.7,1.5,10318.8
54049,20221001111559,0.9,1000.2,92,162,3.7,0.0,10101.1
54063,20221001111559,32.4,1013.8,85,259,1.0,1.3,10097.7
54064,20221001111559,19.6,1006.0,31,126,12.6,1.4,10185.8
54142,20221001111559,23.1,1018.9,20,268,1.0,0.3,10141.7
54157,20221001111559,21.6,1019.3,94,277,5.3,0.0,10124.9
54161,20221001111559,5.1,1012.7,73,213,4.7,0.1,10450.2
54165,20221001111559,4.6,1013.8,40,224,1.8,0.5,10038.8
54171,20221001111559,18.7,1024.0,66,184,0.4,1.2,10082.9
54181,20221001111559,10.9,1004.5,64,188,6.6,0.4,10308.3
54186,20221001111559,12.5,1002.3,98,201,5.0,1.4,10085.0
54195,20221001111559,15.2,1026.3,52,19,5.1,1.4,10323.5
54260,20221001111559,16.9,1016.6,11,57,7.8,0.0,10039.2
54263,20221001111559,13.7,1024.7,39,352,10.0,0.5,10207.3
54266,20221001111559,26.5,1020.2,19,37,0.5,0.0,10355.0
54273,20221001111559,4.4,1022.2,65,106,2.5,0.3,10355.5
54276,20221001111559,5.0,1003.7,46,190,2.0,0.3,10258.7
54284,20221001111559,27.0,1026.3,54,234,14.8,0.7,10072.7
54285,20221001111559,13.8,1005.0,99,106,0.9,0.5,10346.7
54286,20221001111559,18.5,1009.0,54,211,12.9,0.9,10194.4
54292,20221001111559,23.9,1020.0,100,154,9.4,1.2,10019.2
54363,20221001111559,16.1,1009.6,5,78,3.7,0.9,10008.7
54374,20221001111559,25.5,1025.9,39,87,14.6,0.0,10493.1
54377,20221001111559,20.0,1009.0,61,131,14.2,1.3,10071.1
54386,20221001111559,23.2,1005.7,24,237,11.7,1.4,10235.8
58026,20221001111559,26.1,1001.6,50,213,7.0,0.1,10049.5
58027,20221001111559,29.6,1005.8,4,216,6.4,0.5,10486.7
58038,20221001111559,11.8,1019.6,41,199,3.7,0.8,10016.2
58040,20221001111559,27.9,1001.5,85,323,9.7,1.1,10026.7
58047,20221001111559,12.6,1008.5,97,313,4.8,0.1,10319.0
58130,20221001111559,17.9,1020.8,18,187,6.8,0.4,10138.8
58135,20221001111559,15.9,1004.0,11,124,4.6,0.2,10059.9
58138,20221001111559,9.2,1015.2,6,127,1.9,1.3,10487.0
58141,20221001111559,15.0,1007.3,55,346,8.0,1.1,10411.8
58143,20221001111559,16.2,1014.2,86,269,5.5,1.0,10341.9
58150,20221001111559,15.9,1006.9,57,127,13.9,0.7,10203.1
58158,20221001111559,9.2,1026.4,67,111,2.4,1.1,10100.9
58238,20221001111559,19.3,1014.7,13,62,11.1,0.2,10419.1
58241,20221001111559,32.9,1020.1,68,282,7.4,0.4,10049.6
58251,20221001111559,4.9,1004.8,6,207,8.4,1.3,10285.1
58252,20221001111559,4.6,1005.8,19,281,0.0,0.8,10143.7
58255,20221001111559,26.1,1007.5,75,157,7.4,0.6,10459.5
58259,20221001111559,30.0,1012.4,81,241,7.6,0.0,10364.1
58265,20221001111559,13.3,1001.6,80,353,11.5,1.2,10287.4
58343,20221001111559,10.0,1012.1,60,235,12.6,0.9,10426.4
58345,20221001111559,6.9,1013.7,73,150,7.9,1.0,10075.6
58354,20221001111559,5.2,1013.4,53,143,14.0,0.4,10065.5
58356,20221001111559,5.4,1000.9,33,230,9.1,0.7,10372.9
58358,20221001111559,27.3,1016.8,49,299,4.6,0.7,10312.7
57598,20221001111559,27.2,1021.3,75,81,5.6,1.4,10461.5
57696,20221001111559,26.4,1008.6,76,161,13.2,0.3,10296.0
57789,20221001111559,1.5,1024.9,14,159,5.0,0.5,10076.0
57793,20221001111559,2.4,1013.9,19,241,5.7,1.4,10124.9
57799,20221001111559,17.0,1011.6,48,19,6.4,0.6,10457.7
57894,20221001111559,32.2,1023.2,37,128,1.9,0.7,10208.7
57896,20221001111559,33.7,1018.3,39,334,5.7,1.2,10355.8
57993,20221001111559,25.1,1017.7,29,301,5.6,1.0,10187.8
58506,20221001111559,11.4,1006.4,68,230,9.2,1.5,10357.2
58507,20221001111559,16.9,1013.6,35,149,1.3,1.0,10302.9
