Obtid,Time,TEMP,P,HUM,WDR,WS,R,VIZ
58927,20220917105757,33.5,1004.0,37,107,14.8,0.8,10362.7
58931,20220917105757,13.9,1001.1,73,32,2.4,1.3,10013.9
58933,20220917105757,9.3,1016.5,5,355,7.9,0.9,10014.0
58936,20220917105757,17.9,1023.7,89,268,11.5,0.2,10144.6
58944,20220917105757,31.4,1007.4,98,307,12.6,1.3,10062.8
59113,20220917105757,26.6,1009.6,42,162,5.9,1.4,10344.4
59126,20220917105757,5.7,1020.5,4,204,8.0,0.7,10372.5
59133,20220917105757,29.5,1020.0,18,87,14.5,1.4,10388.4
59134,20220917105757,1.4,1015.9,15,76,13.5,0.3,10342.4
59321,20220917105757,12.1,1011.1,23,169,10.9,0.4,10299.6
52323,20220917105757,20.2,1018.5,90,296,13.5,0.8,10348.5
52418,20220917105757,25.9,1019.1,73,329,8.4,0.2,10219.4
52424,20220917105757,3.1,1019.3,69,61,11.4,0.2,10232.6
52436,20220917105757,17.4,1026.3,67,23,4.9,0.8,10102.4
52446,20220917105757,5.7,1003.4,88,70,3.4,0.8,10028.8
52447,20220917105757,27.9,1000.0,40,70,7.4,1.5,10383.2
52533,20220917105757,15.5,1005.3,81,319,0.3,0.5,10267.9
52546,20220917105757,11.1,1005.3,3,59,8.3,0.8,10012.8
52652,20220917105757,3.7,1008.4,40,274,11.5,1.4,10100.0
52661,20220917105757,29.7,1009.5,64,304,12.5,0.2,10141.9
52674,20220917105757,2.0,1024.8,38,319,12.3,1.4,10444.9
52679,20220917105757,4.9,1022.4,84,86,0.4,0.1,10452.9
52681,20220917105757,21.2,1015.3,5,204,6.9,0.7,10236.1
52787,20220917105757,0.1,1005.8,49,244,7.8,1.5,10219.9
52797,20220917105757,15.1,1014.8,27,27,8.8,0.8,10243.3
52884,20220917105757,23.2,1013.9,70,180,0.5,0.4,10313.8
52895,20220917105757,7.9,1004.7,57,291,5.0,0.8,10191.0
52983,20220917105757,14.3,1010.0,100,115,7.9,0.7,10476.7
52984,20220917105757,7.3,1006.0,53,285,8.0,0.7,10413.0
52986,20220917105757,25.5,1008.5,45,252,12.9,1.3,10318.9
52996,20220917105757,0.6,1020.2,12,337,6.4,0.0,10461.1
53821,20220917105757,22.3,1021.5,30,67,3.6,1.2,10134.9
53915,20220917105757,16.3,1017.7,35,54,3.9,0.3,10359.8
53923,20220917105757,4.9,1013.1,18,70,1.3,0.9,10127.3
56074,20220917105757,34.0,1002.3,48,20,5.0,0.6,10258.0
56080,20220917105757,10.8,1025.8,31,32,5.9,1.5,10275.4
56093,20220917105757,24.2,1020.4,63,180,6.8,0.0,10222.1
56096,20220917105757,5.1,1022.5,79,10,5.3,1.1,10225.3
57014,20220917105757,23.7,1015.6,48,260,3.7,1.4,10065.2
57996,20220917105757,8.4,1022.9,71,164,13.3,0.8,10176.8
59072,20220917105757,10.9,1002.7,9,9,0.3,1.0,10228.1
59082,20220917105757,16.2,1024.8,88,202,10.4,1.4,10317.9
59087,20220917105757,2.2,1004.6,37,186,7.0,0.7,10316.1
59088,20220917105757,14.9,1012.9,28,276,3.4,0.5,10372.3
59096,20220917105757,18.6,1001.9,42,223,1.3,0.5,10244.7
59097,20220917105757,20.0,1025.6,58,299,14.1,1.2,10204.6
59107,20220917105757,19.4,1015.2,86,35,7.6,0.5,10444.5
59116,20220917105757,13.8,1009.2,20,267,8.8,0.2,10462.6
59117,20220917105757,18.9,1004.0,9,265,9.7,0.5,10110.0
59271,20220917105757,26.9,1009.3,65,307,12.1,0.5,10031.8
59278,20220917105757,8.5,1001.3,40,170,8.2,1.2,10214.9
59280,20220917105757,21.6,1019.5,99,138,10.9,1.3,10448.2
59287,20220917105757,26.6,1023.1,22,94,6.1,1.3,10191.6
59289,20220917105757,11.0,1001.5,81,351,13.0,0.0,10065.5
59293,20220917105757,29.6,1010.3,18,183,3.6,1.2,10484.4
59294,20220917105757,18.5,1008.0,91,141,13.5,0.0,10001.5
59298,20220917105757,34.6,1004.3,58,43,2.4,1.0,10484.7
59303,20220917105757,11.3,1023.1,90,258,9.3,0.9,10038.1
59304,20220917105757,33.1,1005.3,68,114,8.1,1.2,10225.1
59306,20220917105757,6.1,1024.8,16,220,7.8,0.1,10192.7
59310,20220917105757,2.2,1023.6,13,231,0.6,1.3,10290.6
59316,20220917105757,4.6,1009.8,77,339,1.6,0.5,10374.5
59317,20220917105757,34.4,1007.4,39,324,9.9,0.2,10051.7
59324,20220917105757,1.1,1001.9,53,342,8.9,1.1,10122.0
59456,20220917105757,6.9,1018.9,68,334,7.2,0.4,10112.4
59462,20220917105757,2.4,1017.0,5,340,5.9,1.2,10481.2
59478,20220917105757,33.4,1019.7,2,319,13.3,0.4,10295.4
59485,20220917105757,8.0,1013.0,39,37,4.4,1.0,10211.8
59488,20220917105757,9.0,1007.9,67,285,8.3,0.2,10354.3
59493,20220917105757,20.4,1016.3,90,46,12.3,0.9,10104.4
59501,20220917105757,15.0,1010.7,32,152,12.6,0.0,10468.4
59658,20220917105757,21.1,1013.4,31,4,12.6,0.4,10385.5
59663,20220917105757,27.7,1019.8,86,259,6.7,1.2,10306.1
59664,20220917105757,22.1,1018.8,9,261,0.6,0.6,10453.1
59673,20220917105757,16.3,1024.0,47,116,2.3,0.9,10182.9
59754,20220917105757,5.3,1003.2,84,281,3.8,1.3,10082.6
57947,20220917105757,26.1,1008.4,71,88,4.2,1.2,10268.5
57957,20220917105757,8.4,1018.5,16,177,0.0,0.0,10152.7
57958,20220917105757,0.1,1009.4,26,29,1.9,0.0,10476.9
59021,20220917105757,13.6,1007.6,38,206,6.3,0.0,10238.0
59023,20220917105757,27.9,1023.6,65,259,7.0,1.0,10218.7
59027,20220917105757,15.8,1018.2,59,348,0.4,0.9,10218.5
59037,20220917105757,28.7,1019.4,76,54,7.3,1.3,10141.4
59046,20220917105757,0.4,1023.7,14,239,3.0,1.1,10046.0
59058,20220917105757,12.8,1003.3,45,180,11.1,0.0,10142.9
59065,20220917105757,24.2,1016.2,79,210,14.1,0.0,10348.9
59209,20220917105757,24.9,1015.8,77,284,11.3,0.7,10160.6
59211,20220917105757,10.9,1022.3,80,23,13.5,1.2,10107.7
59218,20220917105757,18.2,1010.7,13,274,7.3,0.9,10316.0
59228,20220917105757,12.4,1017.9,86,230,11.8,1.5,10407.3
59242,20220917105757,4.4,1012.8,99,158,11.8,1.0,10430.4
59254,20220917105757,17.1,1018.7,86,342,14.0,0.4,10415.2
59265,20220917105757,7.6,1019.6,33,96,5.8,0.9,10226.1
59417,20220917105757,34.1,1001.6,29,248,12.7,0.5,10347.5
59431,20220917105757,0.6,1009.0,11,318,13.5,1.2,10478.4
59446,20220917105757,28.6,1003.2,83,87,12.1,0.4,10236.1
59453,20220917105757,27.3,1013.1,67,79,4.7,0.7,10437.3
59626,20220917105757,27.8,1025.0,50,221,5.8,0.9,10304.9
59631,20220917105757,14.3,1019.2,100,93,12.2,0.1,10361.5
59632,20220917105757,4.4,1021.2,60,113,5.9,0.6,10476.9
59644,20220917105757,14.7,1011.7,62,13,10.0,0.7,10324.6
59647,20220917105757,29.5,1022.2,21,6,3.2,0.6,10383.4
56691,20220917105757,5.4,1015.4,62,358,4.2,0.4,10443.8
56693,20220917105757,11.4,1025.2,56,166,9.4,1.4,10307.8
56792,20220917105757,19.9,1003.6,92,47,2.0,1.2,10269.7
56793,20220917105757,18.4,1024.6,66,261,11.4,0.6,10030.7
57606,20220917105757,4.8,1007.0,79,281,11.1,0.7,10414.9
57614,20220917105757,2.8,1001.7,83,242,2.4,0.9,10451.6
57625,20220917105757,27.5,1005.7,40,247,1.0,0.6,10259.8
57647,20220917105757,12.7,1001.4,47,84,6.7,0.4,10322.8
57707,20220917105757,6.2,1019.7,5,192,1.4,1.0,10149.0
57710,20220917105757,34.1,1023.4,45,323,2.6,0.2,10033.2
57712,20220917105757,24.0,1022.6,58,182,7.0,1.2,10005.8
57718,20220917105757,12.2,1018.5,68,283,11.4,0.5,10288.4
57722,20220917105757,11.0,1014.4,93,137,3.3,0.4,10464.6
57729,20220917105757,13.4,1014.3,75,195,5.7,1.0,10363.3
57731,20220917105757,11.0,1023.1,68,215,6.2,0.0,10082.7
57741,20220917105757,27.0,1008.7,11,85,0.2,0.5,10069.5
57803,20220917105757,7.5,1018.7,97,131,7.2,0.0,10465.8
57805,20220917105757,33.1,1021.6,70,257,2.4,0.7,10288.6
57806,20220917105757,1.9,1004.8,95,156,11.2,1.3,10185.4
57816,20220917105757,9.9,1008.5,13,179,0.9,0.2,10444.6
57825,20220917105757,28.1,1025.6,5,201,4.5,0.8,10420.3
57827,20220917105757,34.6,1005.8,6,237,13.4,0.6,10079.1
57832,20220917105757,28.2,1009.2,19,103,13.7,1.2,10170.3
57839,20220917105757,22.5,1015.0,15,116,11.2,0.6,10098.2
57840,20220917105757,18.4,1002.2,12,94,0.5,1.5,10092.3
57902,20220917105757,29.9,1004.3,52,70,6.3,0.4,10363.5
57906,20220917105757,31.5,1022.0,86,129,0.7,1.1,10006.8
57907,20220917105757,31.0,1004.9,16,86,9.4,0.1,10458.3
57910,20220917105757,18.0,1010.4,62,101,6.3,0.8,10294.7
57912,20220917105757,31.4,1007.9,35,350,10.7,1.3,10474.7
57916,20220917105757,3.2,1003.1,92,239,3.1,0.8,10460.5
57922,20220917105757,17.7,1018.3,85,278,5.2,1.1,10149.5
57926,20220917105757,0.3,1015.4,59,336,14.5,1.5,10021.5
57932,20220917105757,4.9,1022.3,57,208,3.3,1.0,10107.8
59758,20220917105757,31.5,1006.5,44,303,7.6,1.1,10020.1
59838,20220917105757,19.8,1006.0,16,69,14.9,0.7,10177.8
59845,20220917105757,29.1,1010.5,25,212,13.9,1.4,10326.3
59849,20220917105757,6.3,1021.1,99,13,5.1,0.2,10379.0
59855,20220917105757,22.9,1010.7,26,59,12.7,0.8,10364.2
59948,20220917105757,3.0,1020.0,81,174,7.1,1.5,10141.7
59954,20220917105757,26.6,1016.9,55,15,5.4,1.4,10377.6
59981,20220917105757,1.9,1025.5,89,260,12.3,1.0,10010.9
53399,20220917105757,23.4,1024.2,1,221,9.1,1.3,10483.8
53593,20220917105757,4.5,1006.8,87,165,0.1,1.0,10326.1
53698,20220917105757,28.9,1020.9,7,6,11.5,0.5,10490.8
53798,20220917105757,31.4,1017.1,2,324,10.6,0.1,10232.3
54308,20220917105757,21.5,1025.2,24,36,7.1,1.1,10091.8
54311,20220917105757,17.5,1007.8,62,335,4.3,0.3,10314.1
54401,20220917105757,24.2,1000.0,53,70,3.1,0.7,10194.0
54405,20220917105757,29.3,1009.5,91,67,6.1,1.1,10084.9
54423,20220917105757,15.7,1021.7,82,291,5.9,1.2,10037.9
54429,20220917105757,34.6,1000.4,29,15,12.9,0.1,10241.5
54436,20220917105757,0.1,1006.0,93,179,5.8,1.2,10210.0
54449,20220917105757,27.0,1024.0,59,258,2.7,0.0,10218.3
54518,20220917105757,1.5,1013.3,94,143,12.7,0.6,10094.1
54534,20220917105757,34.3,1018.7,27,68,11.1,1.0,10295.3
54535,20220917105757,23.7,1022.8,48,293,4.0,0.7,10351.8
54539,20220917105757,13.2,1006.7,26,52,4.5,1.5,10428.6
54602,20220917105757,24.7,1007.5,40,197,3.0,0.1,10140.8
54606,20220917105757,14.6,1024.1,48,327,9.4,0.1,10153.7
54618,20220917105757,13.6,1019.1,85,228,3.1,0.3,10276.0
54624,20220917105757,30.9,1001.9,98,34,11.3,1.0,10453.5
54705,20220917105757,15.3,1020.3,49,275,14.5,0.8,10056.9
53898,20220917105757,22.2,1018.7,86,69,8.8,0.4,10460.7
53986,20220917105757,6.5,1000.9,58,110,9.0,0.9,10237.5
57051,20220917105757,4.7,1015.6,52,336,0.2,0.4,10092.5
57067,20220917105757,33.5,1025.7,38,48,13.2,0.5,10349.2
57071,20220917105757,16.2,1002.9,20,310,10.6,0.8,10200.8
57077,20220917105757,8.8,1026.0,89,9,14.9,0.1,10244.5
57083,20220917105757,4.6,1005.0,10,354,1.8,0.4,10073.8
57084,20220917105757,30.3,1004.7,81,0,3.7,0.5,10269.7
57089,20220917105757,7.1,1005.4,36,161,8.8,1.4,10097.6
57091,20220917105757,0.7,1022.1,64,14,5.3,0.3,10108.0
57156,20220917105757,7.2,1004.6,100,127,14.3,0.0,10048.1
57178,20220917105757,29.5,1022.3,24,346,3.7,1.5,10415.6
57181,20220917105757,14.6,1020.2,47,236,8.6,0.5,10347.9
57193,20220917105757,5.8,1001.8,14,263,10.1,0.0,10288.5
57285,20220917105757,31.6,1024.1,98,19,3.4,1.2,10196.5
57290,20220917105757,1.7,1009.6,72,166,13.1,0.6,10385.1
57297,20220917105757,13.6,1012.2,12,235,7.9,1.3,10436.5
58005,20220917105757,3.0,1022.8,42,203,8.1,1.0,10381.3
58111,20220917105757,5.3,1018.9,89,88,1.7,1.3,10324.0
58208,20220917105757,11.9,1012.8,7,206,9.2,1.0,10115.8
50136,20220917105757,28.6,1019.9,17,294,12.6,1.5,10429.2
50246,20220917105757,17.6,1003.4,82,204,8.2,1.4,10382.2
50247,20220917105757,1.7,1021.2,88,97,1.6,0.3,10463.5
50349,20220917105757,30.8,1023.0,86,182,10.0,1.2,10288.1
50353,20220917105757,16.8,1010.9,13,48,0.0,1.2,10328.5
50442,20220917105757,29.6,1005.3,53,38,4.9,1.0,10314.4
50468,20220917105757,9.9,1022.0,32,8,4.3,0.6,10328.0
50557,20220917105757,30.9,1004.7,35,347,6.4,0.0,10194.9
50564,20220917105757,23.7,1021.8,70,117,9.4,1.3,10480.6
50656,20220917105757,22.0,1016.7,89,325,2.2,0.4,10079.0
50658,20220917105757,18.8,1016.6,28,224,8.9,1.0,10075.4
50674,20220917105757,24.6,1019.7,2,355,2.9,0.3,10016.4
50739,20220917105757,4.0,1013.9,37,169,7.7,0.6,10309.8
50742,20220917105757,2.4,1021.9,45,18,0.3,0.8,10320.3
50745,20220917105757,7.0,1003.6,60,186,10.3,0.2,10059.7
50756,20220917105757,28.9,1007.8,7,346,8.0,0.3,10031.8
50758,20220917105757,10.8,1011.0,69,218,0.4,1.3,10488.5
50774,20220917105757,27.7,1007.3,38,155,0.4,1.3,10418.2
50778,20220917105757,8.4,1023.9,22,55,14.6,0.8,10402.3
50788,20220917105757,4.6,1023.9,37,335,11.9,0.7,10133.0
50844,20220917105757,2.1,1010.2,47,226,4.7,0.3,10261.0
50853,20220917105757,29.2,1003.9,96,126,3.9,0.8,10176.7
50854,20220917105757,9.1,1014.3,20,245,13.9,1.2,10460.3
50862,20220917105757,19.5,1001.5,28,338,4.1,0.3,10467.6
50873,20220917105757,32.4,1022.5,59,307,11.3,0.1,10129.2
50877,20220917105757,18.4,1019.6,10,114,10.0,0.0,10072.7
50888,20220917105757,30.7,1019.0,47,144,6.0,0.1,10182.4
50950,20220917105757,20.0,1014.2,84,87,2.7,0.2,10179.5
50953,20220917105757,25.3,1001.7,64,296,8.8,1.4,10011.4
50955,20220917105757,17.7,1008.8,89,323,0.9,0.1,10145.6
50963,20220917105757,17.5,1020.5,83,30,4.7,0.0,10133.5
50968,20220917105757,2.7,1023.0,77,90,5.2,1.5,10263.4
50973,20220917105757,7.5,1003.6,28,65,14.9,0.7,10054.7
50978,20220917105757,34.6,1003.7,97,100,0.0,0.4,10077.5
50983,20220917105757,23.8,1003.8,86,222,14.0,1.2,10112.8
54094,20220917105757,13.3,1000.5,59,295,4.8,0.7,10180.2
54096,20220917105757,28.1,1000.1,56,156,2.0,1.4,10140.0
57251,20220917105757,3.2,1023.0,83,270,9.4,0.2,10275.0
57256,20220917105757,16.6,1005.4,58,357,9.9,1.5,10256.5
57259,20220917105757,1.5,1007.5,52,329,6.7,1.0,10416.5
57265,20220917105757,25.0,1026.2,35,170,4.3,0.5,10420.2
57278,20220917105757,33.3,1013.0,49,14,10.3,0.2,10264.3
57279,20220917105757,9.8,1017.8,99,74,7.9,0.0,10082.4
57355,20220917105757,10.7,1024.3,32,192,1.8,1.0,10466.7
57358,20220917105757,26.9,1001.6,79,95,4.3,0.4,10238.9
57359,20220917105757,26.2,1001.5,32,172,3.2,0.3,10444.8
57363,20220917105757,9.1,1004.9,36,145,12.9,0.6,10219.9
57378,20220917105757,34.3,1020.7,83,349,14.7,1.3,10182.6
57381,20220917105757,4.9,1010.5,16,264,4.6,0.1,10035.0
57395,20220917105757,14.7,1015.4,85,319,1.6,0.8,10444.6
57399,20220917105757,2.3,1001.4,75,168,6.3,0.6,10091.6
57439,20220917105757,13.6,1010.1,5,3,4.0,0.7,10250.7
57445,20220917105757,32.2,1007.4,7,254,10.4,0.6,10009.9
57447,20220917105757,25.1,1009.4,71,83,2.9,1.4,10328.0
57458,20220917105757,29.5,1006.1,10,318,7.6,1.2,10086.8
57461,20220917105757,13.7,1018.1,13,256,4.4,0.5,10244.3
57476,20220917105757,4.0,1011.8,36,135,11.2,1.0,10347.4
57482,20220917105757,30.2,1016.3,92,22,8.7,0.1,10075.4
57483,20220917105757,1.1,1006.2,44,296,9.8,0.0,10398.3
57493,20220917105757,17.4,1000.3,54,276,8.6,1.4,10257.2
57494,20220917105757,27.8,1020.5,44,228,4.5,0.2,10451.0
57545,20220917105757,34.4,1017.4,77,268,4.2,0.4,10346.1
57573,20220917105757,0.7,1008.8,20,88,0.5,1.4,10030.9
57581,20220917105757,24.8,1023.5,80,188,0.5,1.2,10392.4
57583,20220917105757,26.4,1015.5,1,326,13.7,1.1,10277.3
57595,20220917105757,3.8,1002.1,43,212,0.0,0.7,10124.6
58402,20220917105757,24.8,1022.6,76,75,2.4,1.4,10373.7
58407,20220917105757,28.0,1009.7,41,186,12.4,1.1,10256.2
58500,20220917105757,23.8,1010.5,16,25,5.6,0.3,10234.4
57554,20220917105757,33.4,1024.3,52,308,3.9,0.1,10285.8
57562,20220917105757,32.2,1020.1,45,246,0.7,1.1,10151.0
57574,20220917105757,28.5,1018.1,90,106,2.5,0.9,10182.0
57584,20220917105757,5.6,1020.9,71,330,10.9,0.9,10357.9
57642,20220917105757,22.9,1001.8,13,13,1.6,1.5,10431.7
57649,20220917105757,14.5,1008.0,66,168,2.7,0.1,10368.0
57655,20220917105757,25.4,1010.3,1,312,9.9,0.5,10386.5
57662,20220917105757,12.2,1008.9,43,25,7.8,0.9,10464.9
57669,20220917105757,31.2,1006.2,16,307,5.5,1.1,10479.3
57671,20220917105757,30.5,1002.7,14,268,5.3,0.2,10477.2
57673,20220917105757,12.0,1010.5,65,120,12.5,1.2,10201.4
57679,20220917105757,9.9,1003.5,84,302,3.6,0.2,10367.9
57682,20220917105757,2.2,1024.3,87,17,4.5,1.0,10067.8
57687,20220917105757,8.7,1016.3,38,104,7.8,0.6,10204.7
57745,20220917105757,9.3,1021.6,83,247,12.3,0.6,10293.5
57749,20220917105757,12.8,1012.1,81,254,12.6,1.2,10117.8
57752,20220917105757,10.3,1019.7,8,240,8.7,0.5,10431.7
57758,20220917105757,10.6,1013.9,6,67,8.5,1.0,10439.6
57761,20220917105757,6.4,1003.0,18,128,7.8,1.1,10347.1
57766,20220917105757,16.8,1025.9,3,141,6.5,1.5,10219.9
57774,20220917105757,27.4,1010.4,56,69,14.3,1.0,10093.6
57776,20220917105757,10.4,1016.2,31,136,5.7,0.3,10181.2
57779,20220917105757,26.2,1020.8,69,297,12.5,0.1,10224.0
57780,20220917105757,25.1,1004.8,73,336,3.7,0.6,10046.8
57841,20220917105757,29.2,1016.9,37,8,6.0,0.7,10289.7
57845,20220917105757,2.7,1010.0,99,147,6.4,0.8,10017.0
57853,20220917105757,6.2,1011.4,9,187,9.4,0.8,10339.1
57857,20220917105757,30.3,1021.0,82,354,10.3,1.3,10253.5
57860,20220917105757,29.7,1008.5,40,346,4.1,0.7,10365.6
57866,20220917105757,29.1,1004.0,5,19,2.5,1.1,10050.6
57872,20220917105757,27.0,1004.8,4,135,4.7,0.3,10094.0
57874,20220917105757,9.0,1021.1,8,202,0.6,0.4,10237.2
57889,20220917105757,14.6,1011.9,19,83,7.4,1.3,10055.0
57965,20220917105757,34.0,1007.3,49,89,10.8,0.9,10324.2
57972,20220917105757,31.7,1017.0,29,57,4.3,1.5,10037.8
57974,20220917105757,17.3,1025.6,75,216,3.7,0.1,10206.3
50936,20220917105757,6.2,1005.9,88,226,1.8,1.4,10172.3
50945,20220917105757,33.0,1011.9,15,229,11.0,1.1,10337.7
50948,20220917105757,12.8,1021.5,13,284,8.0,0.0,10027.2
50949,20220917105757,6.1,1009.5,74,198,12.1,0.7,10048.4
54041,20220917105757,27.6,1025.3,7,95,5.7,0.1,10389.2
54049,20220917105757,20.1,1016.0,27,61,2.7,0.0,10169.5
54063,20220917105757,8.9,1005.7,14,325,7.7,1.3,10199.0
54064,20220917105757,19.1,1022.6,43,55,14.8,1.1,10238.6
54142,20220917105757,4.2,1017.4,61,291,5.2,1.4,10325.8
54157,20220917105757,7.0,1014.9,4,26,6.9,0.1,10310.9
54161,20220917105757,13.9,1000.9,42,165,13.1,0.3,10476.4
54165,20220917105757,4.8,1007.4,57,12,5.8,1.1,10015.7
54171,20220917105757,6.5,1004.3,14,288,8.9,1.3,10268.5
54181,20220917105757,30.0,1010.7,51,152,0.8,0.1,10175.1
54186,20220917105757,12.6,1013.7,50,158,1.1,0.3,10195.9
54195,20220917105757,33.2,1016.8,11,207,13.4,0.3,10152.8
54260,20220917105757,25.5,1005.8,40,159,8.8,0.8,10325.8
54263,20220917105757,4.0,1026.3,39,259,2.0,0.8,10446.6
54266,20220917105757,11.2,1009.6,15,337,13.3,0.0,10320.2
54273,20220917105757,6.1,1024.0,4,292,10.5,0.9,10022.8
54276,20220917105757,28.1,1005.2,85,132,10.0,0.7,10179.5
54284,20220917105757,4.5,1017.6,63,29,0.6,0.4,10479.2
54285,20220917105757,12.5,1008.8,65,46,13.9,1.1,10197.1
54286,20220917105757,25.5,1024.0,4,62,0.0,1.0,10192.9
54292,20220917105757,18.7,1019.6,67,126,0.6,0.6,10487.8
54363,20220917105757,9.1,1019.6,14,17,10.4,0.7,10000.4
54374,20220917105757,0.2,1025.8,60,316,2.1,1.1,10415.5
54377,20220917105757,9.5,1000.7,10,348,9.9,0.0,10021.5
54386,20220917105757,16.5,1021.2,77,46,9.6,0.3,10436.5
58026,20220917105757,33.3,1015.5,36,80,2.3,0.5,10031.1
58027,20220917105757,17.2,1010.9,77,57,5.4,1.5,10101.9
58038,20220917105757,8.4,1019.6,20,249,1.5,0.9,10478.5
58040,20220917105757,2.8,1008.5,88,146,2.0,0.4,10159.8
58047,20220917105757,17.3,1007.9,31,128,10.6,1.3,10025.7
58130,20220917105757,24.8,1011.1,39,69,4.1,0.3,10214.1
58135,20220917105757,20.0,1021.9,25,193,1.5,0.4,10007.9
58138,20220917105757,18.4,1017.7,93,266,7.4,1.5,10072.7
58141,20220917105757,19.6,1017.2,90,52,0.6,0.3,10260.5
58143,20220917105757,7.5,1002.7,14,107,10.3,1.5,10373.8
58150,20220917105757,4.5,1007.0,8,82,7.5,0.4,10475.5
58158,20220917105757,20.7,1009.5,82,353,5.9,1.3,10217.7
58238,20220917105757,33.2,1025.5,37,70,10.4,0.5,10303.0
58241,20220917105757,32.7,1013.5,28,238,13.2,0.4,10028.9
58251,20220917105757,20.3,1026.0,86,312,6.6,0.1,10127.4
58252,20220917105757,15.7,1013.9,94,245,5.9,1.0,10092.6
58255,20220917105757,7.1,1017.5,31,205,5.7,1.0,10104.4
58259,20220917105757,2.6,1019.9,83,144,9.1,0.5,10094.9
58265,20220917105757,16.7,1022.8,32,352,4.8,0.9,10335.9
58343,20220917105757,8.5,1009.4,23,269,14.5,0.7,10267.2
58345,20220917105757,13.3,1002.4,55,6,14.4,1.2,10333.7
58354,20220917105757,29.1,1009.5,20,92,10.1,0.5,10323.4
58356,20220917105757,8.1,1025.4,92,347,6.7,1.1,10460.2
58358,20220917105757,11.9,1015.9,29,34,1.0,1.4,10437.8
57598,20220917105757,31.7,1016.5,91,81,11.4,0.4,10499.8
57696,20220917105757,14.2,1000.8,19,1,9.0,0.1,10253.0
57789,20220917105757,31.1,1024.7,63,255,10.6,0.6,10044.9
57793,20220917105757,7.2,1017.6,34,3,2.5,0.9,10408.2
57799,20220917105757,32.9,1021.4,25,32,8.6,1.5,10380.9
57894,20220917105757,10.5,1016.3,93,112,4.6,0.2,10031.5
57896,20220917105757,9.5,1003.2,51,251,4.6,0.9,10373.1
57993,20220917105757,20.1,1025.6,21,318,0.4,0.2,10226.3
58506,20220917105757,22.7,1007.9,3,176,13.5,1.1,10021.1
58507,20220917105757,24.2,1006.9,14,255,0.7,0.1,10464.5
