站点代码, 数据时间, 气温, 气压, 相对湿度, 风向, 风速, 降雨量, 能见度
52546,20220523065432,21.4,1004.1,22,192,2.0,1.1,10382.6
52652,20220523065432,26.6,1025.8,14,233,1.6,0.3,10094.8
52661,20220523065432,28.1,1011.4,64,353,3.4,0.4,10397.2
52674,20220523065432,23.5,1012.3,27,334,13.8,1.0,10267.7
52679,20220523065432,23.8,1016.0,35,270,11.6,0.3,10431.8
52681,20220523065432,25.8,1024.7,56,299,5.1,0.4,10307.7
52787,20220523065432,10.0,1023.2,35,219,4.3,1.3,10128.5
52797,20220523065432,30.6,1020.3,85,235,7.2,0.3,10459.5
52884,20220523065432,9.0,1008.8,33,110,5.1,1.1,10021.6
52895,20220523065432,9.0,1004.7,67,78,11.5,0.1,10174.7
52983,20220523065432,20.6,1009.8,95,135,10.1,0.0,10217.8
52984,20220523065432,11.8,1007.9,52,334,1.3,1.2,10058.3
52986,20220523065432,32.9,1023.9,64,39,14.2,1.2,10090.0
52996,20220523065432,8.0,1005.5,14,315,8.9,1.1,10368.4
53821,20220523065432,6.1,1020.3,16,114,9.6,0.2,10217.8
53915,20220523065432,2.1,1019.2,77,176,2.4,0.3,10261.4
53923,20220523065432,14.3,1003.7,85,346,6.6,0.4,10496.1
56074,20220523065432,8.1,1022.8,59,26,1.5,1.5,10102.5
56080,20220523065432,11.6,1001.0,48,23,10.3,0.2,10274.1
56093,20220523065432,2.7,1008.1,100,201,6.9,0.7,10286.4
56096,20220523065432,31.9,1013.6,21,174,2.4,0.0,10255.2
57014,20220523065432,30.7,1025.8,90,163,10.6,0.7,10394.9
57996,20220523065432,34.3,1018.5,84,8,12.0,1.0,10041.5
59072,20220523065432,33.0,1001.7,81,258,7.3,0.3,10034.0
59082,20220523065432,29.0,1022.8,30,159,11.7,1.3,10289.3
59087,20220523065432,22.9,1012.9,90,95,11.8,0.6,10155.8
59088,20220523065432,6.2,1003.7,50,98,14.7,1.2,10191.8
59096,20220523065432,20.5,1020.2,18,236,6.4,0.9,10264.9
59097,20220523065432,8.0,1012.4,58,54,13.7,1.4,10215.5
59107,20220523065432,2.0,1021.4,52,267,9.9,0.0,10491.5
59116,20220523065432,17.3,1007.1,75,305,9.8,0.7,10478.9
59117,20220523065432,33.0,1024.4,22,236,2.6,1.4,10068.5
59271,20220523065432,27.6,1019.5,91,220,6.9,1.5,10331.9
59278,20220523065432,8.7,1008.6,40,25,7.7,0.2,10297.7
59280,20220523065432,8.7,1018.5,48,197,10.8,0.5,10137.3
59287,20220523065432,7.4,1023.8,39,294,0.8,0.0,10272.0
59289,20220523065432,30.1,1025.7,35,297,9.2,0.0,10403.6
59293,20220523065432,3.2,1004.2,24,120,6.0,1.4,10315.4
59294,20220523065432,15.9,1008.7,50,58,4.4,1.3,10046.9
59298,20220523065432,12.8,1024.7,63,20,12.3,0.9,10036.6
59303,20220523065432,14.9,1004.5,38,97,6.7,0.0,10320.2
59304,20220523065432,14.2,1020.6,4,201,7.0,1.4,10371.2
59306,20220523065432,3.4,1020.1,31,102,0.0,0.8,10056.5
59310,20220523065432,18.6,1003.3,60,240,10.7,1.4,10202.2
59316,20220523065432,3.2,1012.2,28,53,9.2,0.5,10401.5
59317,20220523065432,28.8,1001.7,78,221,13.5,0.1,10002.5
59324,20220523065432,25.4,1006.9,41,268,5.2,0.3,10242.5
59456,20220523065432,10.9,1024.0,3,140,3.8,0.2,10165.5
59462,20220523065432,25.9,1007.1,66,38,1.5,0.8,10089.5
59478,20220523065432,30.8,1013.4,23,198,14.8,0.4,10374.2
59485,20220523065432,10.7,1000.5,88,62,4.4,0.3,10158.7
59488,20220523065432,28.9,1002.5,42,171,5.7,0.7,10388.0
59493,20220523065432,28.7,1009.7,57,113,4.5,1.3,10431.2
59501,20220523065432,25.5,1023.6,63,167,12.5,1.3,10176.8
59658,20220523065432,9.8,1017.4,31,302,12.4,1.3,10225.7
59663,20220523065432,8.2,1022.1,35,99,4.9,1.1,10110.2
59664,20220523065432,21.1,1002.3,28,202,3.0,0.3,10436.3
59673,20220523065432,27.4,1000.0,71,286,2.1,0.4,10036.2
59754,20220523065432,17.7,1001.6,97,104,6.2,1.4,10421.7
57947,20220523065432,8.2,1011.7,43,219,4.3,0.9,10324.0
57957,20220523065432,17.6,1019.1,2,251,12.9,0.4,10475.0
57958,20220523065432,6.5,1003.4,53,258,6.9,0.2,10064.4
59021,20220523065432,25.0,1015.1,83,2,13.0,0.2,10387.8
59023,20220523065432,10.8,1024.6,58,11,0.3,0.4,10180.3
59027,20220523065432,11.7,1021.6,73,273,13.7,1.0,10283.4
59037,20220523065432,11.2,1004.4,50,13,7.0,0.1,10468.7
59046,20220523065432,24.5,1004.7,48,63,8.4,0.6,10051.9
59058,20220523065432,14.5,1004.7,46,188,7.1,1.4,10066.2
59065,20220523065432,9.9,1021.4,34,315,8.5,1.0,10393.8
59209,20220523065432,30.2,1020.2,18,106,13.6,0.3,10423.2
59211,20220523065432,30.3,1023.7,51,240,5.0,0.5,10172.3
59218,20220523065432,4.2,1014.3,63,212,9.6,0.7,10412.9
59228,20220523065432,23.7,1018.3,53,345,11.8,0.5,10451.1
59242,20220523065432,24.0,1007.3,95,200,12.5,1.1,10192.9
59254,20220523065432,1.7,1023.5,58,183,0.3,0.7,10391.5
59265,20220523065432,15.3,1017.6,8,13,14.4,0.1,10248.4
59417,20220523065432,29.2,1025.2,58,241,9.6,0.1,10122.9
59431,20220523065432,6.5,1003.9,81,341,9.2,1.0,10176.7
59446,20220523065432,4.4,1022.4,33,104,12.0,0.2,10331.4
59453,20220523065432,25.0,1025.4,31,122,1.0,0.6,10475.8
59626,20220523065432,8.7,1025.6,21,19,14.4,0.1,10441.4
59631,20220523065432,34.0,1002.6,21,108,14.0,0.8,10305.7
59632,20220523065432,26.8,1010.5,36,202,1.9,0.0,10441.6
59644,20220523065432,25.3,1019.7,94,186,11.1,0.0,10472.4
59647,20220523065432,4.8,1023.6,24,81,12.9,0.3,10045.5
56691,20220523065432,5.4,1023.5,46,347,6.6,0.1,10478.4
56693,20220523065432,16.4,1016.4,10,250,0.1,0.8,10340.5
56792,20220523065432,27.9,1021.6,32,62,12.8,0.1,10383.1
56793,20220523065432,33.1,1021.8,30,8,1.9,0.9,10209.6
57606,20220523065432,13.3,1001.0,34,114,2.7,0.7,10304.1
57614,20220523065432,30.9,1020.6,70,291,1.8,1.4,10070.7
57625,20220523065432,22.0,1025.1,88,272,9.5,0.2,10346.7
57647,20220523065432,3.4,1022.7,37,327,0.0,0.5,10111.2
57707,20220523065432,21.8,1001.0,37,280,7.3,0.6,10436.4
57710,20220523065432,27.4,1006.6,88,6,14.9,1.2,10104.1
57712,20220523065432,21.9,1012.8,92,141,1.5,1.0,10029.6
57718,20220523065432,29.6,1012.6,89,265,0.0,0.4,10000.8
57722,20220523065432,0.8,1007.7,41,64,11.2,0.1,10431.4
57729,20220523065432,27.6,1019.9,43,128,10.2,0.2,10159.3
57731,20220523065432,21.5,1013.5,36,73,12.9,0.7,10123.1
57741,20220523065432,6.4,1025.9,48,306,1.2,0.0,10322.9
57803,20220523065432,33.4,1011.9,97,36,5.6,1.3,10368.3
57805,20220523065432,31.7,1025.6,90,98,6.7,0.7,10224.0
57806,20220523065432,17.3,1003.8,37,314,10.6,0.8,10087.6
57816,20220523065432,7.6,1012.6,62,131,11.2,0.5,10277.5
57825,20220523065432,9.0,1002.6,33,190,6.7,0.5,10374.3
57827,20220523065432,30.7,1020.0,51,127,8.6,1.1,10065.8
57832,20220523065432,25.9,1018.8,9,358,8.8,0.4,10010.8
57839,20220523065432,35.0,1024.3,1,309,7.1,1.3,10406.2
57840,20220523065432,24.4,1017.1,54,91,12.9,1.4,10373.2
57902,20220523065432,34.1,1017.2,64,313,3.7,0.1,10281.3
57906,20220523065432,4.0,1021.0,30,162,13.0,0.5,10305.2
57907,20220523065432,24.2,1009.2,13,233,5.0,1.2,10457.8
57910,20220523065432,7.2,1024.3,8,118,0.6,1.2,10144.9
57912,20220523065432,2.5,1002.8,27,213,11.5,1.3,10347.6
57916,20220523065432,2.7,1019.6,31,319,1.1,0.7,10322.7
57922,20220523065432,1.3,1001.7,74,112,13.1,0.2,10466.2
57926,20220523065432,6.8,1007.5,72,167,13.0,0.6,10119.5
57932,20220523065432,3.0,1021.6,39,145,4.1,0.8,10460.1
59758,20220523065432,20.3,1000.7,69,293,6.4,0.2,10124.4
59838,20220523065432,5.5,1006.9,59,51,5.6,0.0,10188.0
59845,20220523065432,25.4,1004.5,13,323,12.2,1.1,10461.5
59849,20220523065432,9.5,1021.9,49,134,5.7,1.4,10233.2
59855,20220523065432,33.2,1005.7,82,157,11.4,0.1,10032.6
59948,20220523065432,30.5,1015.6,69,208,1.0,0.6,10451.1
59954,20220523065432,34.6,1019.0,67,96,3.2,1.0,10238.5
59981,20220523065432,25.4,1013.6,15,250,2.5,1.4,10064.3
53399,20220523065432,14.8,1025.7,28,263,10.9,1.2,10414.6
53593,20220523065432,12.6,1023.6,16,296,6.2,0.7,10274.3
53698,20220523065432,17.7,1010.2,48,71,7.4,0.9,10203.2
53798,20220523065432,26.9,1005.0,32,134,0.7,0.1,10405.1
54308,20220523065432,29.4,1023.4,33,189,6.4,1.5,10314.4
54311,20220523065432,27.9,1006.6,45,351,8.2,0.0,10480.7
54401,20220523065432,31.3,1004.5,29,20,0.9,1.2,10496.7
54405,20220523065432,5.7,1024.8,65,63,3.9,1.5,10060.5
54423,20220523065432,32.6,1003.8,34,242,10.4,1.3,10422.4
54429,20220523065432,15.9,1026.3,8,124,10.1,0.4,10019.7
54436,20220523065432,28.9,1025.1,60,71,11.3,1.2,10195.5
54449,20220523065432,15.7,1003.4,16,131,5.9,0.3,10026.0
54518,20220523065432,29.0,1013.4,64,256,7.2,0.4,10026.3
54534,20220523065432,0.2,1003.5,87,97,4.5,0.6,10334.8
54535,20220523065432,31.4,1004.5,41,171,1.8,0.4,10443.4
54539,20220523065432,17.3,1008.8,18,186,0.4,0.5,10453.5
54602,20220523065432,26.1,1012.1,24,12,4.5,0.6,10238.4
54606,20220523065432,5.5,1010.1,92,308,10.1,1.0,10371.7
54618,20220523065432,9.9,1021.9,39,44,7.4,1.0,10456.9
54624,20220523065432,31.1,1011.0,42,185,2.0,1.5,10029.8
54705,20220523065432,0.3,1001.6,54,148,11.4,0.9,10499.7
53898,20220523065432,18.4,1025.0,13,111,10.2,1.2,10016.4
53986,20220523065432,0.3,1006.9,25,94,5.8,0.2,10138.1
57051,20220523065432,19.9,1014.5,31,328,12.5,0.3,10259.3
57067,20220523065432,17.4,1003.9,90,312,13.2,0.7,10231.5
57071,20220523065432,6.1,1014.9,17,99,4.1,0.1,10462.6
57077,20220523065432,18.8,1008.2,71,271,2.1,1.4,10003.6
57083,20220523065432,22.7,1010.6,60,345,10.8,0.1,10288.2
57084,20220523065432,10.2,1002.3,51,123,4.9,0.0,10185.2
57089,20220523065432,9.8,1011.0,21,121,6.1,0.5,10055.6
57091,20220523065432,8.1,1025.8,83,88,10.5,1.2,10434.9
57156,20220523065432,14.2,1011.8,9,279,1.6,0.3,10208.0
57178,20220523065432,14.5,1014.7,22,139,2.2,0.3,10194.9
57181,20220523065432,25.1,1025.3,52,223,10.0,1.1,10152.4
57193,20220523065432,32.9,1002.5,29,256,8.0,1.1,10027.2
57285,20220523065432,23.3,1007.7,16,303,2.0,0.3,10201.4
57290,20220523065432,28.8,1019.5,3,152,4.9,1.5,10452.9
57297,20220523065432,17.0,1016.2,20,143,11.2,1.4,10256.6
58005,20220523065432,9.0,1024.8,36,66,0.6,0.3,10134.5
58111,20220523065432,24.2,1010.1,59,114,4.4,0.9,10246.7
58208,20220523065432,1.7,1002.1,17,295,8.9,1.4,10381.6
50136,20220523065432,17.7,1001.2,92,292,4.1,1.4,10377.8
50246,20220523065432,29.1,1015.7,6,208,2.8,0.8,10137.7
50247,20220523065432,1.7,1017.8,90,104,13.6,0.8,10321.3
50349,20220523065432,18.1,1021.8,41,289,12.2,1.2,10436.5
50353,20220523065432,27.4,1007.1,76,71,2.0,1.1,10181.8
50442,20220523065432,13.0,1020.9,71,177,6.4,0.0,10105.1
50468,20220523065432,14.1,1000.2,33,140,3.2,1.0,10074.9
50557,20220523065432,24.1,1013.4,8,71,4.9,1.1,10111.4
50564,20220523065432,17.1,1007.7,61,202,3.3,0.8,10055.9
50656,20220523065432,32.8,1022.0,50,339,13.6,0.4,10000.3
50658,20220523065432,3.2,1024.5,75,126,7.2,0.2,10230.3
50674,20220523065432,6.6,1002.9,36,64,1.0,1.4,10227.8
50739,20220523065432,22.2,1003.6,33,51,5.0,0.0,10345.6
50742,20220523065432,15.3,1004.3,53,211,13.3,1.3,10482.6
50745,20220523065432,11.4,1018.3,100,162,7.3,0.1,10335.6
50756,20220523065432,8.9,1013.7,100,243,1.6,1.0,10080.6
50758,20220523065432,32.1,1011.1,7,289,6.9,1.0,10449.0
50774,20220523065432,5.7,1020.8,39,67,11.3,0.2,10298.8
50778,20220523065432,7.3,1009.9,62,239,11.9,0.1,10390.3
50788,20220523065432,4.0,1006.1,15,1,2.0,1.4,10484.6
50844,20220523065432,20.3,1014.0,24,198,7.7,0.1,10319.3
50853,20220523065432,9.6,1023.7,80,100,10.7,0.6,10437.4
50854,20220523065432,9.4,1002.7,30,129,0.8,0.3,10224.4
50862,20220523065432,17.9,1024.1,87,73,9.4,1.2,10377.1
50873,20220523065432,15.1,1009.6,63,316,6.7,0.5,10129.4
50877,20220523065432,23.5,1021.8,82,86,4.2,1.2,10209.4
50888,20220523065432,8.3,1004.7,46,340,14.7,0.7,10309.8
50950,20220523065432,12.8,1012.0,83,125,7.8,0.0,10171.7
50953,20220523065432,10.3,1017.0,77,9,13.9,1.4,10438.4
50955,20220523065432,17.3,1024.0,72,334,9.6,0.0,10027.0
50963,20220523065432,15.0,1025.7,68,198,5.1,0.0,10285.2
50968,20220523065432,22.2,1013.3,52,286,1.5,0.5,10256.3
50973,20220523065432,21.3,1018.3,55,108,2.4,0.2,10479.8
50978,20220523065432,3.4,1005.3,8,331,5.0,1.0,10099.8
50983,20220523065432,4.4,1009.3,26,195,5.2,0.4,10078.7
54094,20220523065432,33.8,1013.1,36,226,0.4,0.2,10176.9
54096,20220523065432,17.3,1013.4,56,285,2.7,0.5,10233.5
57251,20220523065432,2.2,1020.6,96,56,6.9,0.2,10141.4
57256,20220523065432,2.0,1000.2,65,236,11.7,0.2,10400.8
57259,20220523065432,22.3,1003.3,29,47,14.9,0.3,10054.9
57265,20220523065432,23.6,1017.8,46,38,2.7,0.4,10086.0
57278,20220523065432,16.1,1009.1,82,210,6.2,1.2,10115.0
57279,20220523065432,18.3,1012.5,19,264,11.2,1.1,10043.2
57355,20220523065432,16.7,1007.2,76,1,11.7,0.3,10045.7
57358,20220523065432,28.8,1013.2,14,263,7.6,1.0,10200.6
57359,20220523065432,27.8,1025.5,49,52,8.1,0.5,10002.0
57363,20220523065432,0.0,1022.0,3,190,8.5,0.0,10133.6
57378,20220523065432,14.5,1021.2,8,292,13.6,1.4,10199.4
57381,20220523065432,1.4,1008.0,15,3,6.2,0.7,10287.4
57395,20220523065432,30.6,1004.5,52,286,0.5,1.5,10103.4
57399,20220523065432,24.6,1013.9,34,325,13.6,0.3,10105.8
57439,20220523065432,10.9,1008.0,50,344,6.9,1.2,10393.3
57445,20220523065432,11.0,1015.1,42,212,8.1,1.5,10106.8
57447,20220523065432,11.0,1020.4,86,154,12.9,0.0,10160.7
57458,20220523065432,32.4,1000.2,91,84,6.8,1.2,10212.9
57461,20220523065432,7.4,1005.6,77,201,7.3,1.3,10134.7
57476,20220523065432,6.8,1021.4,66,131,12.5,0.6,10209.0
57482,20220523065432,1.7,1001.6,3,71,10.5,1.5,10273.6
57483,20220523065432,14.8,1021.0,18,112,6.4,0.4,10320.0
57493,20220523065432,28.4,1001.7,10,142,9.5,0.1,10264.7
57494,20220523065432,17.2,1006.9,81,94,14.8,1.3,10284.4
57545,20220523065432,10.2,1005.8,81,351,12.1,1.4,10379.8
57573,20220523065432,14.6,1023.1,21,204,9.6,0.2,10150.8
57581,20220523065432,0.8,1012.3,89,157,13.2,1.3,10267.2
57583,20220523065432,28.4,1002.1,15,328,0.1,1.0,10203.1
57595,20220523065432,23.4,1005.3,80,227,9.9,1.5,10014.6
58402,20220523065432,7.9,1013.0,94,19,6.6,0.2,10009.2
58407,20220523065432,8.8,1023.4,57,97,5.4,0.4,10288.2
58500,20220523065432,28.2,1011.9,67,285,8.0,0.4,10176.4
57554,20220523065432,22.3,1005.7,81,35,2.0,1.2,10268.0
57562,20220523065432,8.3,1023.3,73,62,11.9,0.2,10129.1
57574,20220523065432,30.0,1010.2,61,2,3.8,1.2,10280.3
57584,20220523065432,30.8,1005.6,6,210,0.5,0.3,10329.1
57642,20220523065432,5.9,1011.4,62,353,3.3,0.2,10175.6
57649,20220523065432,32.7,1019.9,23,247,12.9,0.2,10153.0
57655,20220523065432,7.7,1001.7,15,126,4.6,1.4,10413.7
57662,20220523065432,19.3,1017.6,72,130,10.2,0.4,10190.6
57669,20220523065432,9.0,1015.2,9,138,0.8,0.1,10453.5
57671,20220523065432,31.8,1021.5,32,348,12.1,0.1,10314.5
57673,20220523065432,15.5,1021.0,97,221,11.4,1.4,10351.6
57679,20220523065432,10.1,1011.0,80,49,12.8,1.4,10104.1
57682,20220523065432,33.3,1015.6,93,43,8.5,0.4,10352.6
57687,20220523065432,14.5,1016.4,14,58,14.1,0.0,10227.8
57745,20220523065432,3.8,1015.5,15,326,5.2,0.2,10451.7
57749,20220523065432,25.3,1006.3,60,327,6.0,1.0,10443.9
57752,20220523065432,1.7,1017.5,10,42,12.8,1.3,10247.6
57758,20220523065432,21.0,1017.4,7,290,12.8,1.1,10245.7
57761,20220523065432,1.1,1008.3,87,164,2.0,0.4,10255.1
57766,20220523065432,11.1,1013.8,23,58,13.8,1.3,10332.1
57774,20220523065432,21.9,1020.0,48,108,7.0,0.8,10412.5
57776,20220523065432,34.8,1017.9,76,43,6.3,0.5,10391.5
57779,20220523065432,34.4,1020.5,22,273,7.5,0.4,10368.6
57780,20220523065432,30.8,1006.7,1,167,7.7,0.6,10166.9
57841,20220523065432,21.8,1020.5,76,293,3.0,0.6,10166.2
57845,20220523065432,28.2,1024.5,64,351,9.0,0.2,10286.4
57853,20220523065432,12.4,1010.2,41,307,7.9,1.0,10076.6
57857,20220523065432,20.5,1022.9,58,9,8.6,0.9,10312.2
57860,20220523065432,15.3,1013.1,74,101,13.8,0.5,10427.5
57866,20220523065432,7.7,1016.0,1,224,10.8,0.4,10445.2
57872,20220523065432,18.1,1022.4,43,305,12.6,1.1,10062.4
57874,20220523065432,29.5,1006.4,65,21,12.3,1.0,10403.5
57889,20220523065432,5.7,1012.8,27,327,6.7,0.0,10377.2
57965,20220523065432,23.9,1007.5,61,298,13.0,1.2,10126.4
57972,20220523065432,5.8,1001.6,83,248,13.1,0.4,10013.5
57974,20220523065432,24.6,1016.1,99,117,6.0,0.7,10000.9
50936,20220523065432,34.2,1018.4,42,137,12.4,0.7,10338.4
50945,20220523065432,12.8,1002.6,38,141,2.6,0.5,10468.4
50948,20220523065432,8.6,1016.0,87,79,8.6,0.4,10159.7
50949,20220523065432,35.0,1009.4,87,271,5.8,0.8,10114.8
54041,20220523065432,14.5,1011.1,31,324,14.2,1.5,10299.0
54049,20220523065432,15.9,1015.1,78,60,6.2,0.3,10237.6
54063,20220523065432,13.5,1019.9,94,192,2.4,0.3,10316.6
54064,20220523065432,13.9,1020.9,40,334,9.5,0.1,10433.1
54142,20220523065432,4.2,1014.7,66,332,11.5,0.8,10137.6
54157,20220523065432,25.5,1017.9,30,7,1.0,0.2,10206.0
54161,20220523065432,14.0,1015.0,2,176,9.2,1.4,10000.5
54165,20220523065432,3.9,1016.2,20,61,2.6,1.5,10476.7
54171,20220523065432,28.4,1023.3,34,327,10.2,0.3,10057.6
54181,20220523065432,35.0,1024.4,80,198,6.8,0.8,10434.5
54186,20220523065432,1.9,1007.6,45,294,9.4,1.3,10434.4
54195,20220523065432,11.1,1012.0,43,294,7.2,0.5,10207.0
54260,20220523065432,9.0,1012.4,57,204,11.5,0.9,10038.8
54263,20220523065432,30.5,1010.7,55,187,4.1,0.9,10245.0
54266,20220523065432,33.8,1003.3,75,211,11.1,0.7,10123.8
54273,20220523065432,7.4,1009.8,20,113,6.6,0.5,10215.8
54276,20220523065432,26.2,1008.9,89,281,0.1,0.4,10023.1
54284,20220523065432,15.2,1017.5,21,115,2.8,0.6,10217.6
54285,20220523065432,21.0,1011.6,45,51,10.6,0.7,10420.2
54286,20220523065432,23.5,1013.0,72,175,11.0,1.4,10142.6
54292,20220523065432,23.6,1024.3,21,247,8.0,1.2,10239.8
54363,20220523065432,33.0,1006.7,78,129,14.0,0.5,10439.7
54374,20220523065432,22.2,1009.7,64,297,13.8,0.4,10497.9
54377,20220523065432,5.5,1015.2,96,333,11.7,1.1,10257.6
54386,20220523065432,29.0,1014.6,62,246,1.5,1.3,10028.0
58026,20220523065432,29.1,1000.7,34,160,9.4,1.0,10079.3
58027,20220523065432,0.3,1010.6,18,304,3.8,0.9,10034.8
58038,20220523065432,24.0,1016.9,16,142,11.8,1.0,10309.1
58040,20220523065432,13.1,1022.1,77,356,14.3,1.3,10150.2
58047,20220523065432,18.6,1002.0,96,207,6.2,0.4,10195.1
58130,20220523065432,6.5,1011.7,69,255,5.3,0.5,10456.2
58135,20220523065432,15.8,1015.3,47,11,0.9,0.1,10256.3
58138,20220523065432,31.1,1026.0,34,316,0.7,1.3,10119.9
58141,20220523065432,33.1,1013.0,8,292,2.2,0.3,10183.5
58143,20220523065432,25.6,1002.5,11,256,12.8,1.0,10124.1
58150,20220523065432,13.1,1008.2,96,227,3.8,0.9,10018.2
58158,20220523065432,25.5,1023.2,97,189,7.8,1.3,10363.8
58238,20220523065432,27.8,1002.5,83,159,4.2,1.4,10444.1
58241,20220523065432,33.4,1017.5,23,201,8.2,0.8,10284.5
58251,20220523065432,32.4,1011.9,42,346,13.1,0.0,10441.7
58252,20220523065432,16.3,1008.0,76,329,3.2,0.3,10071.4
58255,20220523065432,6.6,1006.4,48,81,14.6,1.0,10234.6
58259,20220523065432,24.8,1021.5,44,95,1.7,0.1,10083.3
58265,20220523065432,1.8,1013.1,55,152,1.5,1.1,10125.4
58343,20220523065432,3.0,1012.5,84,308,6.5,0.2,10163.9
58345,20220523065432,6.3,1017.1,88,244,14.0,0.3,10230.0
58354,20220523065432,23.4,1000.2,59,167,8.9,1.0,10207.7
58356,20220523065432,0.1,1006.4,40,287,2.1,0.1,10028.9
58358,20220523065432,29.1,1007.9,30,213,8.1,0.0,10084.0
57598,20220523065432,5.4,1019.2,92,79,11.3,1.1,10362.4
57696,20220523065432,32.2,1011.3,82,232,8.5,0.0,10498.2
57789,20220523065432,23.7,1002.2,7,182,1.3,0.5,10003.2
57793,20220523065432,20.2,1015.4,14,251,3.8,1.4,10367.5
57799,20220523065432,18.0,1021.4,11,79,3.6,0.2,10324.2
57894,20220523065432,12.2,1002.5,86,154,5.3,1.1,10161.8
57896,20220523065432,21.1,1008.9,24,214,5.3,0.1,10090.1
57993,20220523065432,1.6,1002.4,90,93,2.3,1.4,10273.6
58506,20220523065432,16.4,1008.7,33,234,5.8,1.1,10295.6
