站点代码, 数据时间, 气温, 气压, 相对湿度, 风向, 风速, 降雨量, 能见度
57741,20220523065472,31.7,1016.4,19,306,14.4,0.9,10121.9
57803,20220523065472,33.6,1017.6,69,76,0.0,0.7,10001.5
57805,20220523065472,6.0,1011.2,7,121,10.7,0.6,10353.3
57806,20220523065472,28.5,1024.2,65,299,1.1,1.1,10122.6
57816,20220523065472,5.3,1001.8,11,116,6.9,1.2,10272.3
57825,20220523065472,14.1,1000.6,68,286,4.7,0.3,10392.4
57827,20220523065472,27.3,1000.1,14,152,11.8,1.1,10238.8
57832,20220523065472,27.1,1012.2,97,323,7.1,0.4,10405.8
57839,20220523065472,13.8,1025.7,64,209,3.2,1.3,10465.4
57840,20220523065472,15.8,1024.4,81,36,2.0,0.3,10175.1
57902,20220523065472,3.8,1025.9,99,339,11.1,1.1,10133.5
57906,20220523065472,26.8,1003.9,9,117,14.4,1.2,10371.7
57907,20220523065472,27.5,1000.3,27,260,7.5,0.9,10315.2
57910,20220523065472,5.0,1002.5,20,80,6.9,1.5,10384.0
57912,20220523065472,33.8,1003.6,64,268,13.2,0.5,10047.6
57916,20220523065472,32.7,1020.1,3,225,6.1,1.4,10268.8
57922,20220523065472,32.8,1020.1,87,232,3.4,0.4,10241.1
57926,20220523065472,1.7,1017.1,47,238,2.1,1.3,10284.2
57932,20220523065472,24.0,1018.9,60,119,1.2,1.0,10077.5
59758,20220523065472,2.8,1007.8,20,200,1.4,1.3,10280.1
59838,20220523065472,8.4,1023.9,100,302,0.2,0.5,10374.6
59845,20220523065472,20.2,1001.7,33,138,0.8,1.4,10298.5
59849,20220523065472,23.4,1020.3,52,283,6.4,0.2,10355.8
59855,20220523065472,10.7,1008.7,42,214,12.5,0.8,10210.3
59948,20220523065472,30.4,1003.4,33,117,7.0,0.7,10384.9
59954,20220523065472,8.1,1010.4,59,281,12.3,0.6,10479.2
59981,20220523065472,11.7,1024.8,82,324,2.3,1.2,10031.3
53399,20220523065472,29.1,1002.7,42,216,8.6,0.6,10091.9
53593,20220523065472,7.6,1006.2,58,342,13.3,1.3,10235.8
53698,20220523065472,21.5,1015.0,72,215,9.1,0.9,10151.4
53798,20220523065472,16.6,1011.6,50,119,9.9,0.2,10102.8
54308,20220523065472,2.7,1004.8,3,111,6.5,1.1,10106.9
54311,20220523065472,32.8,1001.5,71,114,7.7,1.1,10303.7
54401,20220523065472,32.7,1004.8,89,45,14.1,1.1,10281.0
54405,20220523065472,20.6,1008.8,30,319,1.9,0.2,10051.3
54423,20220523065472,7.4,1003.9,15,216,8.3,0.4,10044.7
54429,20220523065472,17.2,1011.7,88,202,14.2,1.4,10315.1
54436,20220523065472,12.1,1006.9,34,113,0.8,1.0,10038.0
54449,20220523065472,31.5,1008.0,91,125,2.8,0.8,10098.8
54518,20220523065472,34.2,1000.9,36,81,11.9,0.5,10171.9
54534,20220523065472,19.3,1016.9,78,282,13.1,0.8,10492.4
54535,20220523065472,18.4,1003.9,74,78,6.6,1.4,10403.7
54539,20220523065472,18.2,1012.2,82,65,1.8,0.0,10155.8
54602,20220523065472,9.5,1022.3,48,40,0.2,0.6,10090.1
54606,20220523065472,20.2,1011.2,92,195,0.6,0.4,10151.6
54618,20220523065472,20.2,1018.9,35,177,1.1,1.1,10012.4
54624,20220523065472,2.9,1006.8,100,173,5.0,1.3,10355.6
54705,20220523065472,12.2,1009.4,41,9,0.7,0.7,10499.0
53898,20220523065472,2.8,1008.0,43,265,1.4,1.3,10373.9
53986,20220523065472,24.3,1011.3,91,83,3.8,0.5,10321.5
57051,20220523065472,9.7,1019.4,97,36,5.2,1.2,10171.5
57067,20220523065472,29.9,1009.6,60,5,14.0,0.3,10442.7
57071,20220523065472,29.2,1005.8,16,50,2.0,1.0,10043.2
57077,20220523065472,13.7,1024.3,9,326,9.7,1.0,10296.5
57083,20220523065472,29.1,1003.5,50,296,11.2,1.0,10145.8
57084,20220523065472,11.7,1004.6,46,63,2.9,0.4,10194.7
57089,20220523065472,8.3,1000.7,44,240,0.0,0.3,10214.8
57091,20220523065472,21.9,1016.9,79,356,11.2,0.6,10309.5
57156,20220523065472,18.5,1012.8,36,44,1.6,0.0,10400.6
57178,20220523065472,27.5,1007.9,45,66,8.2,1.3,10173.6
57181,20220523065472,16.0,1025.0,72,324,10.5,0.2,10327.3
57193,20220523065472,30.1,1021.5,88,230,14.6,0.5,10398.5
57285,20220523065472,9.1,1007.5,53,348,14.3,1.5,10199.9
57290,20220523065472,16.5,1016.6,98,339,6.2,1.4,10191.3
57297,20220523065472,6.1,1005.5,61,338,13.3,1.5,10068.5
58005,20220523065472,27.4,1001.4,100,305,7.7,1.0,10043.4
58111,20220523065472,7.0,1017.5,15,152,1.2,0.7,10472.0
58208,20220523065472,8.8,1026.3,71,89,3.4,0.3,10364.3
50136,20220523065472,2.8,1026.3,100,204,10.1,1.1,10498.6
50246,20220523065472,5.4,1011.4,50,344,9.3,0.9,10026.0
50247,20220523065472,32.4,1022.9,50,116,9.5,0.4,10324.5
50349,20220523065472,17.1,1004.0,86,187,9.5,1.5,10440.8
50353,20220523065472,15.1,1023.0,99,249,14.0,0.5,10476.8
50442,20220523065472,13.0,1005.2,32,227,0.6,0.1,10447.5
50468,20220523065472,28.6,1017.9,26,224,7.3,0.6,10053.3
50557,20220523065472,10.9,1019.7,5,342,12.7,0.2,10216.4
50564,20220523065472,12.5,1017.7,39,247,12.4,0.8,10052.9
50656,20220523065472,26.3,1011.2,14,258,9.9,0.8,10427.3
50658,20220523065472,10.0,1024.9,42,61,11.3,1.4,10261.1
50674,20220523065472,2.0,1019.5,10,1,3.7,0.9,10484.3
50739,20220523065472,7.3,1005.0,46,252,5.3,0.7,10213.4
50742,20220523065472,0.1,1000.2,88,66,11.1,0.0,10353.3
50745,20220523065472,33.4,1024.8,48,90,2.8,1.2,10460.6
50756,20220523065472,0.1,1009.9,69,334,10.6,1.3,10437.7
50758,20220523065472,34.7,1000.5,92,292,10.2,0.8,10180.1
50774,20220523065472,24.6,1007.5,56,257,4.4,1.4,10259.1
50778,20220523065472,15.8,1004.6,93,328,4.7,1.1,10471.8
50788,20220523065472,34.3,1013.5,23,110,3.9,1.5,10041.3
50844,20220523065472,13.6,1014.2,54,130,1.9,0.4,10320.7
50853,20220523065472,22.4,1022.3,60,29,10.5,0.3,10101.8
50854,20220523065472,15.5,1013.6,3,266,6.0,0.2,10121.6
50862,20220523065472,0.6,1024.6,67,16,6.6,0.8,10349.9
50873,20220523065472,15.1,1001.6,16,204,5.6,0.0,10425.8
50877,20220523065472,33.9,1000.5,50,77,0.0,1.3,10296.7
50888,20220523065472,2.1,1018.5,98,156,14.3,1.1,10263.9
50950,20220523065472,6.5,1000.8,90,152,13.4,0.7,10002.8
50953,20220523065472,28.5,1013.1,60,139,2.9,1.0,10304.7
50955,20220523065472,8.2,1017.0,62,251,6.0,1.1,10021.5
50963,20220523065472,3.3,1007.4,92,97,0.4,1.3,10307.9
50968,20220523065472,2.7,1019.7,88,163,14.0,1.3,10127.3
50973,20220523065472,16.4,1019.9,69,188,3.0,0.3,10205.6
50978,20220523065472,31.0,1016.1,55,167,4.6,1.2,10085.7
50983,20220523065472,9.5,1012.1,24,90,5.5,1.4,10161.5
54094,20220523065472,4.2,1019.5,61,168,9.8,1.2,10371.6
54096,20220523065472,7.3,1012.7,32,317,6.3,1.1,10048.7
57251,20220523065472,20.6,1019.6,38,318,2.9,0.7,10354.5
57256,20220523065472,26.2,1008.6,69,76,14.2,1.1,10140.6
57259,20220523065472,11.1,1015.5,95,0,6.3,1.1,10390.5
57265,20220523065472,34.4,1002.7,85,91,3.6,1.1,10288.9
57278,20220523065472,1.2,1009.8,67,335,14.4,0.3,10297.2
57279,20220523065472,31.9,1001.8,12,84,6.2,0.3,10069.7
57355,20220523065472,31.8,1004.7,48,266,2.9,1.0,10356.3
57358,20220523065472,23.9,1000.1,40,133,10.8,0.0,10081.3
57359,20220523065472,7.2,1017.3,26,273,6.2,1.1,10188.2
57363,20220523065472,8.4,1001.6,47,214,9.5,0.9,10472.0
57378,20220523065472,18.4,1025.8,80,23,6.0,0.2,10030.4
57381,20220523065472,8.4,1020.7,89,294,12.3,0.7,10424.1
57395,20220523065472,22.2,1007.3,46,337,4.9,0.6,10323.6
57399,20220523065472,20.4,1007.4,65,99,1.0,0.2,10328.8
57439,20220523065472,27.1,1010.5,97,104,11.0,0.7,10415.8
57445,20220523065472,19.3,1005.6,50,5,12.8,0.5,10327.8
57447,20220523065472,25.8,1017.2,88,325,2.2,0.4,10307.5
57458,20220523065472,30.2,1010.0,87,92,11.9,1.4,10291.1
57461,20220523065472,5.8,1002.2,11,159,13.2,0.6,10027.6
57476,20220523065472,7.2,1008.1,36,256,14.2,0.9,10216.7
57482,20220523065472,15.4,1017.6,33,86,9.5,0.8,10378.7
57483,20220523065472,23.8,1005.1,28,279,1.3,1.3,10367.3
57493,20220523065472,29.5,1015.5,29,66,7.7,0.6,10165.6
57494,20220523065472,14.2,1024.3,61,77,3.4,0.8,10014.8
57545,20220523065472,5.7,1005.5,59,41,11.1,0.2,10048.1
57573,20220523065472,31.9,1018.2,92,107,11.9,1.4,10086.4
57581,20220523065472,7.6,1003.8,43,219,10.0,0.2,10477.6
57583,20220523065472,23.0,1025.4,43,282,11.5,1.4,10432.8
57595,20220523065472,21.0,1018.2,25,250,8.7,1.4,10403.9
58402,20220523065472,28.1,1019.2,63,330,13.7,1.4,10267.3
58407,20220523065472,28.4,1006.1,8,72,1.2,0.6,10067.5
58500,20220523065472,24.4,1019.4,49,312,14.1,0.6,10375.3
57554,20220523065472,23.2,1006.7,86,37,10.1,1.3,10316.8
57562,20220523065472,16.5,1011.8,23,282,11.6,0.5,10395.2
57574,20220523065472,2.6,1025.8,94,193,1.9,0.8,10050.0
57584,20220523065472,0.7,1011.9,22,286,13.1,0.5,10093.4
57642,20220523065472,16.7,1005.9,26,190,6.1,0.2,10440.3
57649,20220523065472,19.5,1011.2,80,223,6.5,0.5,10341.9
57655,20220523065472,9.5,1017.5,2,238,13.5,1.4,10400.8
57662,20220523065472,2.3,1022.9,14,28,0.5,1.4,10078.3
57669,20220523065472,2.5,1006.0,26,228,6.9,0.2,10492.1
57671,20220523065472,13.1,1004.4,79,37,8.8,0.1,10224.3
57673,20220523065472,30.2,1012.2,51,199,10.5,1.1,10172.0
57679,20220523065472,12.9,1010.5,86,267,0.1,1.4,10184.8
57682,20220523065472,28.8,1013.2,75,323,3.8,1.1,10151.8
57687,20220523065472,25.5,1003.0,95,72,2.2,0.0,10403.9
57745,20220523065472,12.2,1004.3,42,46,14.7,1.5,10012.1
57749,20220523065472,34.3,1004.2,89,95,4.7,0.1,10092.1
57752,20220523065472,22.6,1010.9,83,316,5.6,1.3,10174.7
57758,20220523065472,8.9,1025.0,8,156,1.6,0.1,10369.4
57761,20220523065472,19.1,1023.2,90,358,1.2,0.2,10487.6
57766,20220523065472,3.6,1025.6,76,74,2.3,0.7,10281.3
57774,20220523065472,11.3,1019.0,56,312,6.4,1.4,10439.4
57776,20220523065472,2.0,1010.2,33,289,0.7,1.1,10457.0
57779,20220523065472,23.4,1014.2,26,353,12.1,0.2,10048.5
57780,20220523065472,27.1,1014.1,82,224,2.7,0.8,10061.1
57841,20220523065472,31.4,1026.0,72,22,11.5,1.5,10162.5
57845,20220523065472,15.4,1020.9,27,165,1.8,0.6,10144.1
57853,20220523065472,24.5,1013.6,53,93,4.3,1.3,10127.5
57857,20220523065472,21.0,1026.1,83,49,14.7,1.1,10480.2
57860,20220523065472,0.1,1025.8,57,88,4.8,0.0,10017.0
57866,20220523065472,27.9,1005.6,49,298,3.2,0.6,10252.7
57872,20220523065472,13.4,1022.5,30,359,3.6,0.9,10078.6
57874,20220523065472,15.3,1024.1,4,318,5.9,0.1,10339.0
57889,20220523065472,23.4,1010.1,47,64,2.6,1.4,10256.4
57965,20220523065472,9.4,1016.1,15,13,9.7,0.2,10180.3
57972,20220523065472,31.5,1002.8,99,141,12.3,1.1,10353.8
57974,20220523065472,6.1,1007.4,98,104,12.2,1.2,10200.9
50936,20220523065472,23.8,1018.8,43,319,14.1,0.8,10398.7
50945,20220523065472,29.4,1010.2,40,46,8.3,1.3,10251.9
50948,20220523065472,21.5,1024.4,35,204,0.7,0.8,10183.4
50949,20220523065472,29.0,1007.5,12,313,12.1,0.8,10381.0
54041,20220523065472,29.1,1018.1,32,176,0.1,1.4,10004.0
54049,20220523065472,22.3,1024.1,43,121,11.3,1.3,10483.0
54063,20220523065472,24.6,1002.8,100,182,0.7,0.6,10050.9
54064,20220523065472,13.4,1025.8,45,197,13.0,0.3,10171.4
54142,20220523065472,3.8,1014.6,80,336,2.7,0.7,10149.0
54157,20220523065472,16.9,1018.2,40,282,5.5,1.3,10014.9
54161,20220523065472,4.7,1024.1,96,140,5.4,0.7,10187.4
54165,20220523065472,15.8,1024.8,1,30,0.3,0.1,10456.3
54171,20220523065472,19.1,1022.2,23,265,1.8,0.9,10458.3
54181,20220523065472,2.2,1010.9,55,117,10.3,0.2,10465.1
54186,20220523065472,27.9,1005.9,88,162,4.6,0.6,10037.1
54195,20220523065472,18.2,1001.6,57,116,1.4,1.2,10316.8
54260,20220523065472,1.8,1017.5,78,92,11.0,1.5,10244.6
54263,20220523065472,25.8,1010.8,24,308,11.9,1.0,10309.9
54266,20220523065472,8.8,1019.1,62,104,10.5,0.4,10480.8
54273,20220523065472,31.0,1015.7,21,124,1.4,0.8,10338.8
54276,20220523065472,24.8,1010.6,71,120,4.2,1.5,10161.1
54284,20220523065472,5.3,1007.9,95,174,0.4,0.1,10364.1
54285,20220523065472,29.7,1016.9,73,248,7.5,0.5,10244.9
54286,20220523065472,13.3,1009.8,99,144,1.5,1.0,10195.5
54292,20220523065472,21.6,1003.6,65,94,13.5,0.6,10207.7
54363,20220523065472,14.7,1010.6,20,261,8.7,1.3,10211.8
54374,20220523065472,4.9,1003.9,31,326,8.4,0.2,10025.1
54377,20220523065472,18.9,1021.9,100,212,12.2,1.0,10170.1
54386,20220523065472,30.0,1023.5,70,263,11.9,0.6,10145.2
58026,20220523065472,27.2,1004.0,52,311,5.6,0.6,10245.4
58027,20220523065472,18.2,1005.7,32,76,7.4,0.5,10072.8
58038,20220523065472,25.4,1010.7,71,189,5.6,0.1,10332.7
58040,20220523065472,26.5,1007.1,92,330,14.2,0.8,10240.5
58047,20220523065472,30.6,1022.1,31,245,6.7,0.1,10065.9
58130,20220523065472,12.4,1022.8,13,341,4.7,0.7,10123.0
58135,20220523065472,3.7,1004.4,65,129,2.6,1.4,10031.3
58138,20220523065472,3.2,1004.8,14,313,12.9,0.8,10310.6
58141,20220523065472,1.1,1021.8,29,74,6.5,0.2,10155.6
58143,20220523065472,25.3,1009.9,100,359,5.2,0.3,10410.0
58150,20220523065472,13.2,1002.1,91,341,12.0,0.2,10258.6
58158,20220523065472,16.1,1024.1,54,191,0.1,1.4,10145.1
58238,20220523065472,28.6,1020.2,33,64,4.3,0.9,10402.4
58241,20220523065472,22.5,1025.1,43,224,11.5,0.5,10376.6
58251,20220523065472,29.1,1005.4,37,251,12.2,1.0,10163.9
58252,20220523065472,18.2,1022.4,47,80,12.7,1.2,10487.5
58255,20220523065472,28.4,1004.8,22,11,14.3,1.3,10335.5
58259,20220523065472,13.5,1002.6,58,286,13.8,1.5,10037.5
58265,20220523065472,12.5,1025.7,94,165,5.8,0.9,10104.6
58343,20220523065472,26.1,1010.1,41,182,9.8,1.4,10035.9
58345,20220523065472,9.1,1003.8,39,68,0.9,0.7,10164.2
58354,20220523065472,5.6,1015.7,39,38,13.5,0.7,10292.9
58356,20220523065472,25.5,1022.9,27,271,4.8,1.5,10326.6
58358,20220523065472,15.1,1007.8,57,68,11.6,0.4,10019.7
57598,20220523065472,18.8,1024.6,77,154,12.7,1.5,10144.3
57696,20220523065472,6.7,1013.3,74,40,9.5,0.7,10459.3
57789,20220523065472,9.6,1017.3,15,196,5.9,1.2,10110.4
57793,20220523065472,10.7,1003.8,48,355,6.8,1.1,10257.1
57799,20220523065472,9.5,1024.8,66,173,9.0,0.2,10139.2
57894,20220523065472,2.2,1009.9,2,105,3.7,1.0,10128.8
57896,20220523065472,18.4,1007.9,76,26,14.8,0.1,10103.8
57993,20220523065472,27.4,1020.8,63,247,4.6,0.1,10276.5
58506,20220523065472,27.4,1011.2,87,142,7.0,1.1,10190.2
